t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
1779196346.821323,0.023520971,0.9161354555307342,0.903,0.0,0.30033731721333334,0.3,0.043749630798332245,0,1.2287186110963986,53.8,2,"[339.79998779296875, 707.2000122070312]"
1779196346.8711948,0.073392779,0.9443944362974321,0.903,0.0,0.30106347176893333,0.3,0.13793099022582533,0,1.2164467647933135,51.11,2,"[422.79998779296875, 689.5999755859375]"
1779196346.9212089,0.123407178,0.9724433538028459,0.903,0.0,0.3017901888808,0.3,0.2321853125143795,0,1.2164467647933135,-2.69,2,"[422.79998779296875, 689.5999755859375]"
1779196346.9709344,0.173132589,0.9999078600234776,0.903,0.0,0.30251421007386664,0.3,0.3260899774255447,0,1.0446409165501216,-5.38,2,"[431.79998779296875, 674.7999877929688]"
1779196347.02133,0.22352817400000002,1.0268435794412791,0.903,0.0,0.30324364247746666,0.3,0.42069646973729213,0,0.9817477042468103,-2.69,2,"[431.79998779296875, 674.7999877929688]"
1779196347.071034,0.27323210600000003,1.0526442464547636,0.903,0.0,0.3039686722257333,0.3,0.5147319430267304,0,0.9648739155800683,-5.38,2,"[481.6000061035156, 635.7999877929688]"
1779196347.1211877,0.323385762,1.077351561150068,0.903,0.0,0.3046970492332,0.3,0.6092015517483312,0,0.9725438195194965,37.66,2,"[481.6000061035156, 635.7999877929688]"
1779196347.1711051,0.373303353,1.1005399929525728,0.903,0.0,0.30542293936933335,0.3,0.7033486162937806,0,0.9924855697620099,51.11,2,"[498.79998779296875, 610.4000244140625]"
1779196347.2210805,0.42327870100000003,1.1221051159382305,0.903,0.0,0.30614961115173334,0.3,0.7975970594058429,0,1.01702926236818,61.87,2,"[498.79998779296875, 610.4000244140625]"
1779196347.2710576,0.47325561200000005,1.1418143798877007,0.903,0.0,0.3068760282084,0.3,0.8918124649012414,0,1.0446409165501216,86.08,2,"[486.3999938964844, 610.2000122070312]"
1779196347.3211813,0.5233793440000001,1.1595247762418754,0.903,0.0,0.3076039145124,0.3,0.9862184299822288,0,1.069184609156292,102.22,2,"[486.3999938964844, 610.2000122070312]"
1779196347.370945,0.573142995,1.1749443602854137,0.903,0.0,0.3083276439052,0.3,1.0800852487550148,0,1.0937283017624622,123.74,2,"[464.6000061035156, 630.5999755859375]"
1779196347.4211793,0.623377375,1.1881218373177034,0.903,0.0,0.3090567564301333,0.3,1.174650253194179,0,1.1136700520049756,126.42999999999999,2,"[464.6000061035156, 630.5999755859375]"
1779196347.4711258,0.673323934,1.1987658193404647,0.903,0.0,0.3097828595086667,0.3,1.2688249361089645,0,1.1366797638232602,142.57,2,"[449.0, 644.75]"
1779196347.521231,0.723429066,1.2068473317329578,0.903,0.0,0.31051091131826664,0.3,1.3632523670642354,0,1.1520195717021164,161.4,2,"[449.0, 644.75]"
1779196347.5710645,0.7732624640000001,1.2122317816867811,0.903,0.0,0.3112357071961333,0.3,1.4572575076482848,0,1.1658253987930873,164.09,2,"[441.6000061035156, 655.7999877929688]"
1779196347.621214,0.823411934,1.2149067432700398,0.903,0.0,0.31196373315093334,0.3,1.5516815852675572,0,1.1765632643082868,164.09,2,"[441.6000061035156, 655.7999877929688]"
1779196347.671161,0.873359098,1.2148087116135735,0.903,0.0,0.3126901744492,0.3,1.6459001348688835,0,1.1857671490356005,182.92,2,"[430.20001220703125, 672.0]"
1779196347.721171,0.9233689880000001,1.2119316532882416,0.903,0.0,0.31341710156773334,0.3,1.7401816947657442,0,1.1903690913992575,177.54,2,"[430.20001220703125, 672.0]"
1779196347.7709675,0.9731655130000001,1.2063147385560993,0.903,0.0,0.31414120057226663,0.3,1.8340964517291498,0,1.1949710337629145,190.99,2,"[432.6000061035156, 673.2000122070312]"
1779196347.8210533,1.0232514510000001,1.1979418251437264,0.903,0.0,0.31486884877666665,0.3,1.928471535582671,0,1.1949710337629145,180.23,2,"[432.6000061035156, 673.2000122070312]"
1779196347.8710153,1.073213372,1.1869259935226586,0.903,0.0,0.3155947244376,0.3,2.0226167227123506,0,1.1949710337629145,150.64,2,"[432.3999938964844, 672.4000244140625]"
1779196347.921179,1.123377097,1.1732790460004354,0.903,0.0,0.3163233800781333,0.3,2.117122469802564,0,1.1949710337629145,88.77,2,"[432.3999938964844, 672.4000244140625]"
1779196347.9711893,1.1733873860000001,1.1571924595152658,0.903,0.0,0.31705018677346664,0.3,2.2113884109573885,0,1.193437052975029,43.04,2,"[346.3999938964844, 672.5999755859375]"
1779196348.021325,1.223523431,1.1387457077560892,0.903,0.0,0.31777778512853333,0.3,2.3057570294132286,0,1.1826991874598294,43.04,2,"[346.3999938964844, 672.5999755859375]"
1779196348.0710254,1.2732232920000002,1.1182157683380831,0.903,0.0,0.3185018035457333,0.3,2.3996613342978756,0,1.1704273411567443,48.42,2,"[430.0, 663.4000244140625]"
1779196348.1211205,1.323318499,1.0955793179007165,0.903,0.0,0.3192292169496,0.3,2.4940059648088497,0,1.1566215140657734,-2.69,2,"[430.0, 663.4000244140625]"
1779196348.1709654,1.3731635770000001,1.071199621458451,0.903,0.0,0.31995436119146664,0.3,2.588056287778443,0,1.141281706186917,-2.69,2,"[430.6000061035156, 654.0]"
1779196348.2211998,1.42339788,1.0450622493881163,0.903,0.0,0.3206837157545333,0.3,2.682652684268039,0,1.1213399559444037,-2.69,2,"[430.6000061035156, 654.0]"
1779196348.2712085,1.473406742,1.0176317066158533,0.903,0.0,0.32141046226733333,0.3,2.7769108198217562,0,1.0983302441261191,-2.69,2,"[434.3999938964844, 646.0]"
1779196348.3210423,1.5232404290000001,0.9891330542857065,0.903,0.0,0.32213527353599997,0.3,2.870917956573778,0,1.0737865515199487,-2.69,2,"[434.3999938964844, 646.0]"
1779196348.371326,1.5735242040000001,0.9595312713935538,0.903,0.0,0.32286523421173335,0.3,2.9655929651363446,0,1.0492428589137786,-2.69,2,"[446.20001220703125, 636.5999755859375]"
1779196348.4210777,1.6232757740000001,0.9295470322945842,0.903,0.0,0.3235889728768,0.3,3.0594609865107985,0,1.0231651855197226,-2.69,2,"[446.20001220703125, 636.5999755859375]"
1779196348.471021,1.6732189540000002,0.8990878496446769,0.903,0.0,0.3243152307644,0.3,3.1536557479725515,0,0.9970875121256667,-2.69,2,"[459.6000061035156, 633.2000122070312]"
1779196348.521225,1.7234232950000001,0.8684111213906901,0.903,0.0,0.3250442399428,0.3,3.2482073484925,0,0.9710098387316108,-2.69,2,"[459.6000061035156, 633.2000122070312]"
1779196348.5711834,1.773381536,0.8380392867016321,0.903,0.0,0.3257700576448,0.3,3.342345018419278,0,0.9418642037617837,-5.38,2,"[481.3999938964844, 614.7999877929688]"
1779196348.6212678,1.8234660360000001,0.8080443009375099,0.903,0.0,0.32649746058466667,0.3,3.436688291762226,0,0.9142525495798421,-2.69,2,"[481.3999938964844, 614.7999877929688]"
1779196348.6711543,1.8733524060000002,0.7788673747579737,0.903,0.0,0.32722222403866663,0.3,3.5306892270103494,0,0.8835729338221293,-37.66,2,"[519.5, 591.5]"
1779196348.72106,1.9232580430000001,0.7505932961535146,0.903,0.0,0.32794875297293336,0.3,3.6249191428938965,0,0.8513593372765309,-24.21,2,"[519.5, 591.5]"
1779196348.771175,1.973373194,0.7234990287626741,0.903,0.0,0.328676699256,0.3,3.7193328871866127,0,0.8206797215188181,-51.11,2,"[542.7999877929688, 572.4000244140625]"
1779196348.8211164,2.023314735,0.6979648057617946,0.903,0.0,0.329402409702,0.3,3.8134566461411206,0,0.7946020481247621,-51.11,2,"[542.7999877929688, 572.4000244140625]"
1779196348.8711345,2.0733326400000003,0.6741050385541143,0.903,0.0,0.3301291947717333,0.3,3.907719782482024,0,0.7669903939428205,-64.56,2,"[560.7999877929688, 542.7999877929688]"
1779196348.9211047,2.123302844,0.6521948147223917,0.903,0.0,0.33085543074306667,0.3,4.001911701430744,0,0.7424467013366504,-78.01,2,"[560.7999877929688, 542.7999877929688]"
1779196348.9709625,2.1731606940000003,0.6324292150618961,0.903,0.0,0.33158126976546665,0.3,4.096052136587376,0,0.7163690279425944,-104.91,2,"[581.0, 514.4000244140625]"
1779196349.0210104,2.22320849,0.614952436425936,0.903,0.0,0.3323083806434667,0.3,4.1903575298627445,0,0.6933593161243098,-134.5,2,"[581.0, 514.4000244140625]"
1779196349.0711524,2.2733505330000003,0.59994860736419,0.903,0.0,0.33303648079093334,0.3,4.284791230180315,0,0.6688156235181395,-145.26,2,"[598.5999755859375, 486.0]"
1779196349.1213427,2.323540716,0.5875748431935236,0.903,0.0,0.3337654760173333,0.3,4.379341021142895,0,0.6488738732756262,-129.12,2,"[598.5999755859375, 486.0]"
1779196349.1711404,2.3733387180000003,0.5780266690156127,0.903,0.0,0.3344897624873333,0.3,4.473280092148483,0,0.6320000846088841,-153.32999999999998,2,"[488.20001220703125, 475.0]"
1779196349.2210748,2.423272866,0.5713014391804794,0.903,0.0,0.33521549361426667,0.3,4.5674065333947995,0,0.6151262959421421,-153.32999999999998,2,"[488.20001220703125, 475.0]"
1779196349.2712486,2.4734466310000003,0.5674865363109063,0.903,0.0,0.33594327388306666,0.3,4.6617987458397865,0,0.6013204688511713,-150.64,2,"[618.0, 459.0]"
1779196349.321353,2.5235511180000003,0.5666524346471616,0.903,0.0,0.3366716768906667,0.3,4.756271726746942,0,0.5921165841238575,-169.47,2,"[618.0, 459.0]"
1779196349.3710132,2.573211497,0.5687965704288617,0.903,0.0,0.33739461001666665,0.3,4.850035270687789,0,0.5859806609723149,-180.23,2,"[625.0, 447.3999938964844]"
1779196349.4210644,2.623262341,0.5739371271814699,0.903,0.0,0.33812213954186665,0.3,4.944394961993944,0,0.5829126993965437,-196.37,2,"[625.0, 447.3999938964844]"
1779196349.471086,2.6732839530000003,0.5820292897038746,0.903,0.0,0.3388490878936,0.3,5.038679275810925,0,0.581378718608658,-201.75,2,"[635.0, 454.20001220703125]"
1779196349.5212142,2.7234124140000002,0.5930335542254989,0.903,0.0,0.3395770357026667,0.3,5.133093218023979,0,0.581378718608658,-174.85,2,"[635.0, 454.20001220703125]"
