mode,t_ros_sec,t_rel_sec,tail_target_rad,center_rad,tail_amp_rad,tail_freq_hz,phase_rad,real_position_rad,present_current_ma,sensor_values
amp_sweep,1789044238.0396175,0.032081318000000004,0.9330220248957519,0.903,0.3004630092262667,0.5,0.10008621906768266,0.9004467224888714,2.69,"[544.5999755859375, 560.7999877929688]"
amp_sweep,1789044238.0893881,0.081851672,0.9794912425169625,0.903,0.3011878801833333,0.5,0.2567776828420801,0.9679418771558396,2.69,"[544.5999755859375, 560.7999877929688]"
amp_sweep,1789044238.1392958,0.13175951500000002,1.0243554490724436,0.903,0.30191358824586667,0.5,0.4136500992117316,0.9909515889741242,2.69,"[529.4000244140625, 575.4000244140625]"
amp_sweep,1789044238.1893399,0.181803405,1.0665355109642407,0.903,0.3026408889001333,0.5,0.5708667775875489,0.983281685034696,0.0,"[529.4000244140625, 575.4000244140625]"
amp_sweep,1789044238.239423,0.231886691,1.1048823593590704,0.903,0.30336837004386663,0.5,0.7281224714025311,0.983281685034696,32.28,"[531.4000244140625, 574.7999877929688]"
amp_sweep,1789044238.2894304,0.281894105,1.1383888460553042,0.903,0.3040951835117333,0.5,0.8852338373094146,0.9986214929135524,29.59,"[531.4000244140625, 574.7999877929688]"
amp_sweep,1789044238.3394222,0.33188590100000004,1.1662314890338399,0.903,0.3048217198144,0.5,1.0422852899028017,1.0293011086712651,2.69,"[516.4000244140625, 581.0]"
amp_sweep,1789044238.3894527,0.381916383,1.1877188424278826,0.903,0.3055486344633333,0.5,1.1994185275777396,1.0676506283684062,21.52,"[516.4000244140625, 581.0]"
amp_sweep,1789044238.4394052,0.43186885700000005,1.2022633960830125,0.903,0.3062748941094667,0.5,1.3564101768133727,1.102932186489776,59.18,"[507.0, 589.4000244140625]"
amp_sweep,1789044238.489301,0.48176453100000005,1.2094916114053336,0.903,0.30700031601066663,0.5,1.513220735223675,1.1382137446111458,59.18,"[507.0, 589.4000244140625]"
amp_sweep,1789044238.539269,0.531732669,1.2092065251331987,0.903,0.3077266802822667,0.5,1.6702350007848215,1.1612234564294304,83.39,"[478.0, 611.5999755859375]"
amp_sweep,1789044238.5892494,0.58171289,1.2013638166651799,0.903,0.3084531392966667,0.5,1.8272697463884766,1.179631225884058,107.6,"[478.0, 611.5999755859375]"
amp_sweep,1789044238.6394136,0.631877173,1.1860692116407783,0.903,0.30918159187746663,0.5,1.98473543053961,1.1903690913992575,104.91,"[451.6000061035156, 625.7999877929688]"
amp_sweep,1789044238.689439,0.6819027360000001,1.1637283246421015,0.903,0.30990863274839997,0.5,2.1418959529467445,1.1965050145508,88.77,"[451.6000061035156, 625.7999877929688]"
amp_sweep,1789044238.7394211,0.731884646,1.1348645078362096,0.903,0.31063506624226667,0.5,2.2989251819136998,1.1949710337629145,8.07,"[456.20001220703125, 632.0]"
amp_sweep,1789044238.789479,0.7819426690000001,1.1000886110217305,0.903,0.31136257347333335,0.5,2.456186514887495,1.188835110611372,0.0,"[456.20001220703125, 632.0]"
amp_sweep,1789044238.8394012,0.8318648580000001,1.0603816322932842,0.903,0.31208818461306664,0.5,2.61303797997574,1.1704273411567443,-2.69,"[442.6000061035156, 637.2000122070312]"
amp_sweep,1789044238.8894532,0.8819167870000001,1.0165419566057412,0.903,0.3128149596257333,0.5,2.770141033228462,1.1474176293384597,-2.69,"[442.6000061035156, 637.2000122070312]"
amp_sweep,1789044238.9393127,0.93177642,0.9697735685914328,0.903,0.31354052561039997,0.5,2.926982737388332,1.1136700520049756,-2.69,"[474.0, 610.7999877929688]"
amp_sweep,1789044238.9892561,0.9817196440000001,0.9211128887732153,0.903,0.3142665580133333,0.5,3.0839252646812336,1.081456455459377,-10.76,"[474.0, 610.7999877929688]"
