t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
1779197266.3713615,0.035959465,0.9367074720482461,0.903,0.0,0.3005179877072,0.5019222975137119,0.11240110387080457,0,1.2072428800659996,166.78,2,"[429.20001220703125, 697.7999877929688]"
1779197266.421093,0.08569099200000001,0.9834755707374342,0.903,0.0,0.30124236509773333,0.5046105251250164,0.2704297520694443,0,1.2026409377023426,32.28,2,"[429.20001220703125, 697.7999877929688]"
1779197266.471056,0.135654035,1.0288148047292751,0.903,0.0,0.30196880616346666,0.5073064112147961,0.4297552819631483,0,1.0952622825503477,-2.69,2,"[416.3999938964844, 696.0]"
1779197266.5210903,0.18568816600000002,1.0714250740031925,0.903,0.0,0.3026958772637333,0.5100046354176241,0.5900671370912902,0,1.0078253776408663,-8.07,2,"[416.3999938964844, 696.0]"
1779197266.5710998,0.23569772800000002,1.1100625056798334,0.903,0.0,0.3034222573476,0.5127002951983832,0.7510731625717708,0,0.9756117810952678,-5.38,2,"[467.3999938964844, 644.0]"
1779197266.6210961,0.285693965,1.1436921303860172,0.903,0.0,0.3041491211008,0.5153977499181807,0.9130340561766412,0,0.9863496466104673,56.49,2,"[467.3999938964844, 644.0]"
1779197266.6711762,0.335774279,1.1713034319299895,0.903,0.0,0.30487644486306664,0.518096911771705,1.0759461831929307,0,1.01702926236818,64.56,2,"[490.0, 620.5999755859375]"
1779197266.7210674,0.38566549800000005,1.1919713342060527,0.903,0.0,0.3056022869956,0.5207905751681945,1.2393717213548217,0,1.0584467436410925,83.39,2,"[490.0, 620.5999755859375]"
1779197266.7710564,0.43565455700000005,1.2050772972237231,0.903,0.0,0.3063296151324,0.5234897532559932,1.4039805815414799,0,1.0983302441261191,110.28999999999999,2,"[465.6000061035156, 633.5999755859375]"
1779197266.8210044,0.485602505,1.2100542515601582,0.903,0.0,0.3070547787472,0.526180898614055,1.5689432667458463,0,1.1366797638232602,134.5,2,"[465.6000061035156, 633.5999755859375]"
1779197266.8710294,0.5356274400000001,1.2066294600608907,0.903,0.0,0.30778212387346665,0.5288801397512449,1.7352509929459892,0,1.162757437217316,147.95,2,"[445.79998779296875, 662.2000122070312]"
1779197266.9211972,0.585795256,1.1946907103311193,0.903,0.0,0.308509957,0.5315811918999438,1.9025202232687257,0,1.179631225884058,169.47,2,"[445.79998779296875, 662.2000122070312]"
1779197266.971292,0.635889943,1.1743875034566083,0.903,0.0,0.30923831060879997,0.5342841756036839,2.0707602085397,0,1.188835110611372,174.85,2,"[431.0, 672.4000244140625]"
1779197267.021266,0.6858641630000001,1.1462321506908575,0.903,0.0,0.3099645811985333,0.5369794290421741,2.2393653214593474,0,1.188835110611372,129.12,2,"[431.0, 672.4000244140625]"
1779197267.0713217,0.7359197000000001,1.1108174922030785,0.903,0.0,0.31069112638106666,0.5396757015184704,2.408881098994179,0,1.1873011298234863,129.12,2,"[427.20001220703125, 670.2000122070312]"
1779197267.1213655,0.785963787,1.0689951870015275,0.903,0.0,0.3114184005410667,0.5423746792936613,2.5794155775281333,0,1.175029283520401,48.42,2,"[427.20001220703125, 670.2000122070312]"
1779197267.1711986,0.8357966760000001,1.02204143630122,0.903,0.0,0.31214364294106667,0.5450661170304649,2.750317522787535,0,1.1489516101263453,-2.69,2,"[424.20001220703125, 665.4000244140625]"
1779197267.2210076,0.885605516,0.9711815548253047,0.903,0.0,0.3128682225193333,0.5477550949780644,2.9219056164555437,0,1.1167380135807468,-2.69,2,"[424.20001220703125, 665.4000244140625]"
