mode,t_ros_sec,t_rel_sec,tail_target_rad,center_rad,tail_amp_rad,tail_freq_hz,phase_rad,real_position_rad,present_current_ma,sensor_values
random_continuous,1790076667.2916565,0.0,1.0219910544819704,0.8044553768382016,0.3793667456130391,0.5650116712618241,2.53092095537459,1.1734953027325157,-2.69,"[442.6000061035156, 694.4000244140625]"
random_continuous,1790076667.3916588,0.10000232799984587,0.9004368080798377,0.8044553768382016,0.3778369763631903,0.5625004654094197,2.884749338307578,1.125941898308061,-8.07,"[440.79998779296875, 684.5999755859375]"
random_continuous,1790076667.4917216,0.20006510199982586,0.7684931930860752,0.8044553768382016,0.3763058771181245,0.5599870762919423,3.237305083716187,1.0415729549743504,-78.01,"[456.6000061035156, 682.2000122070312]"
random_continuous,1790076667.5915868,0.29993041399984577,0.6428100849967303,0.8044553768382016,0.3747780342977196,0.5574790327863389,3.5875362705885934,0.9311263382465842,-37.66,"[514.7999877929688, 665.7999877929688]"
random_continuous,1790076667.6916373,0.39998094699967623,0.5379830106210264,0.8044553768382016,0.3732480299100054,0.5549674409413518,3.936685174822109,0.8053399136399616,-34.97,"[589.0, 646.0]"
random_continuous,1790076667.791649,0.4999925919996713,0.4662889558372244,0.8044553768382016,0.3717180611807617,0.552455907631833,4.2842476640183165,0.6749515466696822,-29.59,"[656.4000244140625, 630.0]"
random_continuous,1790076667.8915415,0.5998852369998531,0.4355217353034434,0.8044553768382016,0.3701890836989074,0.549946001512981,4.630008491938774,0.5599029875782591,-69.94,"[699.2000122070312, 549.0]"
random_continuous,1790076667.991656,0.6999996039999132,0.4483902923592032,0.8044553768382016,0.3686586417109171,0.5474336913215017,4.974521634098259,0.4816699673960913,-61.87,"[720.5999755859375, 459.0]"
random_continuous,1790076668.0917382,0.8000817040001493,0.5025147718502229,0.8044553768382016,0.3671280055976557,0.5449210624620162,5.3174988796166005,0.4448544284868359,-64.56,"[714.0, 430.0]"
random_continuous,1790076668.19165,0.8999933780000902,0.59065052438374,0.8044553768382016,0.3655989592464554,0.5424110432900977,5.658543123210897,0.4463884092747215,2.69,"[709.2000122070312, 423.3999938964844]"
random_continuous,1790076668.2915528,0.9998963910002203,0.7020199329046435,0.8044553768382016,0.3640700878986589,0.5399013113965199,5.997972280171148,0.4893398713355195,2.69,"[700.0, 430.79998779296875]"
random_continuous,1790076668.3916583,1.1000021449999622,0.8236721673602863,0.8044553768382016,0.3625394418879086,0.5373886662897264,0.0530309213800421,0.5583690067903734,56.49,"[685.4000244140625, 466.0]"
random_continuous,1790076668.4916587,1.200002270999903,0.941535870859439,0.8044553768382016,0.3610097447198816,0.5348775787638556,0.3894872416140345,0.662679700366597,29.59,"[654.2000122070312, 547.4000244140625]"
random_continuous,1790076668.5916386,1.299982172,1.042668056053313,0.8044553768382016,0.3594800579388584,0.5323665082888601,0.724363587619365,0.782330201821677,18.83,"[606.5999755859375, 627.0]"
random_continuous,1790076668.691627,1.3999706689996856,1.1162863022442973,0.8044553768382016,0.3579508834864003,0.5298562788312215,1.0575510093686091,0.914252549579842,2.69,"[552.0, 645.5999755859375]"
random_continuous,1790076668.7917073,1.5000508490002176,1.155035228617044,0.8044553768382016,0.3564200544563646,0.527343333287548,1.3895193289618248,1.0139613007924089,8.07,"[514.4000244140625, 652.0]"
random_continuous,1790076668.891723,1.6000662289998218,1.1554164562298108,0.8044553768382016,0.3548900276425165,0.524831704628748,1.719735088508088,1.0906603401866908,40.35,"[485.20001220703125, 658.5999755859375]"
random_continuous,1790076668.9916697,1.7000130300002638,1.1183099792442088,0.8044553768382016,0.3533608841827921,0.5223215260474976,2.048183405401716,1.1382137446111458,61.87,"[463.3999938964844, 672.7999877929688]"
random_continuous,1790076669.091643,1.7999868590000005,1.0484744896507672,0.8044553768382016,0.3518312409996412,0.519810527140964,2.3751615903520644,1.1474176293384597,-2.69,"[452.20001220703125, 683.5999755859375]"
random_continuous,1790076669.1915874,1.899930872999903,0.9540203770895416,0.8044553768382016,0.3503020597092036,0.5173002864583812,2.700464277601924,1.1228739367322893,-2.69,"[445.20001220703125, 690.2000122070312]"
random_continuous,1790076669.291608,1.9999514989999625,0.8452647605635638,0.8044553768382016,0.3487722857783207,0.5147890729217851,3.0243153232413817,1.0661166475805206,-24.21,"[461.0, 678.0]"
random_continuous,1790076669.3916502,2.0999936650000564,0.733746225991965,0.8044553768382016,0.3472421831194708,0.5122773197589711,3.3466575001812373,0.9802137234589248,-72.63,"[486.6000061035156, 668.2000122070312]"
random_continuous,1790076669.4915953,2.1999389610000435,0.6309802733848262,0.8044553768382016,0.3457128563651021,0.5097668402888227,3.6672590752705503,0.8666991451553873,-24.21,"[563.5999755859375, 639.7999877929688]"
random_continuous,1790076669.5916448,2.299988448000022,0.5470314853036227,0.8044553768382016,0.3441823498063664,0.5072544241006817,3.98652890544966,0.7562525284276211,-10.76,"[614.4000244140625, 624.2000122070312]"
