trial,split,n_finestre,sensor_diff_net,sensor_diff_P,sensor_diff_RMSE_1,sensor_diff_nRMSE_1,sensor_diff_R2_1,sensor_diff_RMSE_persist_1,sensor_diff_skill_rmse_1,sensor_diff_RMSE_avg,sensor_diff_nRMSE_avg,sensor_diff_R2_avg,sensor_diff_RMSE_persist_avg,sensor_diff_skill_rmse_avg,sensor_diff_RMSE_P,sensor_diff_nRMSE_P,sensor_diff_R2_P,sensor_diff_RMSE_persist_P,sensor_diff_skill_rmse_P,current_net,current_P,current_RMSE_1,current_nRMSE_1,current_R2_1,current_RMSE_persist_1,current_skill_rmse_1,current_RMSE_avg,current_nRMSE_avg,current_R2_avg,current_RMSE_persist_avg,current_skill_rmse_avg,current_RMSE_P,current_nRMSE_P,current_R2_P,current_RMSE_persist_P,current_skill_rmse_P,cmd_net,cmd_P,cmd_RMSE_1,cmd_nRMSE_1,cmd_R2_1,cmd_RMSE_persist_1,cmd_skill_rmse_1,cmd_RMSE_avg,cmd_nRMSE_avg,cmd_R2_avg,cmd_RMSE_persist_avg,cmd_skill_rmse_avg,cmd_RMSE_P,cmd_nRMSE_P,cmd_R2_P,cmd_RMSE_persist_P,cmd_skill_rmse_P
trial_4.csv,val,280,FM,1,24.3346,0.2307,0.9468,68.2327,0.6434,24.3346,0.2307,0.9468,68.2327,0.6434,24.33455467224121,0.23067109637771066,0.9467908436962779,68.23273468017578,0.6433595284389015,FM,1,12.9417,0.2958,0.9125,52.8019,0.7549,12.9417,0.2958,0.9125,52.8019,0.7549,12.941672325134277,0.2958029730250756,0.9125006063865565,52.80192565917969,0.7549015085421539,IM,1,0.0217,0.1083,0.9883,0.1263,0.8283,0.0217,0.1083,0.9883,0.1263,0.8283,0.021680772304534912,0.10827413365259066,0.988276712698805,0.12627412378787994,0.8283039180619848
trial_46.csv,val,280,FM,1,14.2995,0.0858,0.9926,88.0784,0.8376,14.2995,0.0858,0.9926,88.0784,0.8376,14.299546241760254,0.08580057404854514,0.9926382613451623,88.0783920288086,0.8376497809237574,FM,1,11.3702,0.242,0.9414,50.3576,0.7742,11.3702,0.242,0.9414,50.3576,0.7742,11.370150566101074,0.2420444553405072,0.9414144789747916,50.35763168334961,0.7742119677589895,IM,1,0.0229,0.0926,0.9914,0.1265,0.819,0.0229,0.0926,0.9914,0.1265,0.819,0.02288992516696453,0.09262771868955498,0.9914201063766477,0.12646494805812836,0.8190018220982196
trial_47.csv,val,280,FM,1,18.3898,0.1025,0.9895,107.3145,0.8286,18.3898,0.1025,0.9895,107.3145,0.8286,18.38980484008789,0.10253804569311778,0.9894859491719772,107.31449127197266,0.8286363321288859,FM,1,14.694,0.22,0.9516,72.1153,0.7962,14.694,0.22,0.9516,72.1153,0.7962,14.693987846374512,0.21996559701134566,0.9516151420675547,72.1152572631836,0.7962430087055086,IM,1,0.0283,0.1003,0.9899,0.1663,0.8301,0.0283,0.1003,0.9899,0.1663,0.8301,0.028250036761164665,0.10027079141781808,0.9899457684142025,0.1663149893283844,0.8301413668410504
trial_56.csv,val,280,FM,1,45.9826,0.3117,0.9028,114.8065,0.5995,45.9826,0.3117,0.9028,114.8065,0.5995,45.982627868652344,0.31172373379454593,0.9028283179965352,114.80651092529297,0.5994771768774141,FM,1,11.8625,0.2173,0.9528,57.111,0.7923,11.8625,0.2173,0.9528,57.111,0.7923,11.862499237060547,0.2173059864188781,0.9527781108985962,57.11104965209961,0.7922906458676086,IM,1,0.0474,0.1982,0.9607,0.1496,0.6835,0.0474,0.1982,0.9607,0.1496,0.6835,0.04735228791832924,0.1981643305131119,0.9607308977308212,0.14963558316230774,0.6835492807418218
trial_57.csv,val,280,FM,1,47.2478,0.2519,0.9365,124.3059,0.6199,47.2478,0.2519,0.9365,124.3059,0.6199,47.24784469604492,0.2519190673924757,0.9365367786567345,124.30585479736328,0.6199065219167206,FM,1,13.3115,0.2256,0.9491,62.5465,0.7872,13.3115,0.2256,0.9491,62.5465,0.7872,13.311531066894531,0.22557995136783224,0.9491136839384668,62.54652404785156,0.7871739274158469,IM,1,0.0211,0.075,0.9944,0.1479,0.8572,0.0211,0.075,0.9944,0.1479,0.8572,0.021122388541698456,0.0749695890448633,0.9943795603241953,0.14786723256111145,0.8571530137147263
trial_70.csv,val,280,FM,1,17.2099,0.1382,0.9809,67.9911,0.7469,17.2099,0.1382,0.9809,67.9911,0.7469,17.209869384765625,0.13819253806413115,0.9809028199557793,67.99113464355469,0.7468806856219004,FM,1,9.7548,0.2373,0.9437,39.197,0.7511,9.7548,0.2373,0.9437,39.197,0.7511,9.75478744506836,0.23730193434058663,0.9436877989946324,39.19700241088867,0.7511343509686714,IM,1,0.0138,0.0681,0.9954,0.101,0.863,0.0138,0.0681,0.9954,0.101,0.863,0.013835765421390533,0.06809940535480648,0.9953624705150123,0.10097424685955048,0.8629772852811142
trial_72.csv,val,280,FM,1,27.5252,0.1887,0.9644,87.1045,0.684,27.5252,0.1887,0.9644,87.1045,0.684,27.525184631347656,0.18867908049554905,0.9644002003619083,87.10447692871094,0.6839980492176638,FM,1,11.7478,0.2663,0.9291,50.7102,0.7683,11.7478,0.2663,0.9291,50.7102,0.7683,11.747771263122559,0.2663391330300774,0.9290634670393744,50.71024703979492,0.768335357272003,IM,1,0.0325,0.1442,0.9792,0.1325,0.7544,0.0325,0.1442,0.9792,0.1325,0.7544,0.03253992646932602,0.1442230566021262,0.9791997108769597,0.13248299062252045,0.7543841189240588
trial_79.csv,val,280,FM,1,26.7683,0.1476,0.9782,65.7764,0.593,26.7683,0.1476,0.9782,65.7764,0.593,26.76827049255371,0.14755050701091538,0.9782288488698074,65.77635192871094,0.5930411202864302,FM,1,14.5224,0.235,0.9448,55.2606,0.7372,14.5224,0.235,0.9448,55.2606,0.7372,14.522442817687988,0.23503474274367198,0.9447586691724611,55.26063919067383,0.7372009620160366,IM,1,0.0622,0.2309,0.9467,0.1001,0.3783,0.0622,0.2309,0.9467,0.1001,0.3783,0.06222069263458252,0.23086062698313092,0.946703373503557,0.10008244961500168,0.3783056582454387
trial_83.csv,val,280,FM,1,15.7293,0.1222,0.9851,77.2834,0.7965,15.7293,0.1222,0.9851,77.2834,0.7965,15.729331016540527,0.12217195036026261,0.9850740143804824,77.28337860107422,0.7964720059958417,FM,1,13.6174,0.2677,0.9283,55.647,0.7553,13.6174,0.2677,0.9283,55.647,0.7553,13.617380142211914,0.267687838718751,0.9283432183360762,55.64697265625,0.7552898299368227,IM,1,0.0315,0.1451,0.979,0.1296,0.7574,0.0315,0.1451,0.979,0.1296,0.7574,0.03145080804824829,0.14505102249443078,0.9789601981778726,0.12961497902870178,0.7573520569618434
trial_85.csv,val,280,FM,1,17.6915,0.1004,0.9899,111.9094,0.8419,17.6915,0.1004,0.9899,111.9094,0.8419,17.69154930114746,0.10037531660730807,0.9899247946516745,111.90938568115234,0.8419118361389857,FM,1,14.3255,0.2327,0.9458,69.484,0.7938,14.3255,0.2327,0.9458,69.484,0.7938,14.32553768157959,0.23274982674011985,0.9458275204141805,69.48402404785156,0.7938297633465496,IM,1,0.0211,0.0767,0.9941,0.1799,0.8825,0.0211,0.0767,0.9941,0.1799,0.8825,0.021141476929187775,0.07671093195547331,0.9941154316198269,0.17989395558834076,0.8824781140642283
trial_89.csv,val,280,FM,1,41.8872,0.2692,0.9276,89.9917,0.5345,41.8872,0.2692,0.9276,89.9917,0.5345,41.88716506958008,0.26916014835042273,0.9275528155643191,89.99170684814453,0.5345441648277425,FM,1,10.776,0.2155,0.9535,45.6468,0.7639,10.776,0.2155,0.9535,45.6468,0.7639,10.776019096374512,0.21554514778080427,0.9535402879643947,45.646846771240234,0.7639263200286611,IM,1,0.0165,0.0693,0.9952,0.1037,0.8411,0.0165,0.0693,0.9952,0.1037,0.8411,0.01647619716823101,0.06927888328366577,0.9952004365004785,0.10371940582990646,0.8411464370008929
trial_90.csv,val,280,FM,1,46.9089,0.2395,0.9426,125.17,0.6252,46.9089,0.2395,0.9426,125.17,0.6252,46.9089469909668,0.23953193785403176,0.9426244594902404,125.16999816894531,0.6252380947736971,FM,1,13.5737,0.2322,0.9461,63.3104,0.7856,13.5737,0.2322,0.9461,63.3104,0.7856,13.573707580566406,0.23216263949840438,0.9461005074748303,63.310386657714844,0.7856006210489263,IM,1,0.0195,0.0665,0.9956,0.1537,0.873,0.0195,0.0665,0.9956,0.1537,0.873,0.01951194927096367,0.0664711767054149,0.9955815829241172,0.15369683504104614,0.8730491147345173
trial_93.csv,val,280,FM,1,20.6222,0.1368,0.9813,102.2499,0.7983,20.6222,0.1368,0.9813,102.2499,0.7983,20.622180938720703,0.1367861300097274,0.981289551877702,102.2499008178711,0.798315883206056,FM,1,15.8214,0.3036,0.9078,61.0331,0.7408,15.8214,0.3036,0.9078,61.0331,0.7408,15.821398735046387,0.3035896432327296,0.9078333281281206,61.03311538696289,0.7407735352400846,IM,1,0.0345,0.1468,0.9784,0.1562,0.7789,0.0345,0.1468,0.9784,0.1562,0.7789,0.034526973962783813,0.1468183742428725,0.9784443662449344,0.156174898147583,0.778921104656932
trial_94.csv,val,280,FM,1,18.8388,0.0988,0.9902,126.5876,0.8512,18.8388,0.0988,0.9902,126.5876,0.8512,18.838817596435547,0.09877975924258496,0.9902425597365562,126.58755493164062,0.8511795444140712,FM,1,14.9075,0.2593,0.9328,68.9505,0.7838,14.9075,0.2593,0.9328,68.9505,0.7838,14.907514572143555,0.25928467199680255,0.9327714626812458,68.95048522949219,0.7837939135232197,IM,1,0.05,0.179,0.968,0.181,0.7239,0.05,0.179,0.968,0.181,0.7239,0.04997650533914566,0.1790181568146182,0.9679525010702696,0.18102024495601654,0.7239175908126259
== MEDIA per-trial ==,MEDIA_val,24,FM,1,27.3624,0.1791,0.9611,92.4953,0.6989,27.3624,0.1791,0.9611,92.4953,0.6989,27.362426439921062,0.1790988950793905,0.9610809286483936,92.4953449567159,0.6989497285678029,FM,1,14.122,0.2635,0.9293,56.7551,0.7476,14.122,0.2635,0.9293,56.7551,0.7476,14.121962189674377,0.26347624650169427,0.9293050082120219,56.7551163037618,0.7475903871536785,IM,1,0.0321,0.1295,0.9812,0.1352,0.7498,0.0321,0.1295,0.9812,0.1352,0.7498,0.03205226043549677,0.12953583352730202,0.9811630754821374,0.1352137280628085,0.7497995543498699
== COMPLESSIVO (pooled) ==,POOLED_val,6721,FM,1,30.049,0.1812,0.9672,95.1426,0.6842,30.049,0.1812,0.9672,95.1426,0.6842,30.04900550842285,0.18115708335211483,0.9671821152343631,95.1426010131836,0.6841687615387027,FM,1,14.3261,0.2619,0.9314,57.7232,0.7518,14.3261,0.2619,0.9314,57.7232,0.7518,14.326111793518066,0.26185211546357884,0.9314334714836245,57.72321701049805,0.7518136975818137,IM,1,0.0341,0.133,0.9823,0.1383,0.7536,0.0341,0.133,0.9823,0.1383,0.7536,0.03407580032944679,0.13299539468801985,0.9823122268346819,0.13828445971012115,0.753581852936489
