trial,split,n_finestre,sensor_diff_net,sensor_diff_P,sensor_diff_RMSE_1,sensor_diff_nRMSE_1,sensor_diff_R2_1,sensor_diff_RMSE_persist_1,sensor_diff_skill_rmse_1,sensor_diff_RMSE_avg,sensor_diff_nRMSE_avg,sensor_diff_R2_avg,sensor_diff_RMSE_persist_avg,sensor_diff_skill_rmse_avg,sensor_diff_RMSE_P,sensor_diff_nRMSE_P,sensor_diff_R2_P,sensor_diff_RMSE_persist_P,sensor_diff_skill_rmse_P,current_net,current_P,current_RMSE_1,current_nRMSE_1,current_R2_1,current_RMSE_persist_1,current_skill_rmse_1,current_RMSE_avg,current_nRMSE_avg,current_R2_avg,current_RMSE_persist_avg,current_skill_rmse_avg,current_RMSE_P,current_nRMSE_P,current_R2_P,current_RMSE_persist_P,current_skill_rmse_P,cmd_net,cmd_P,cmd_RMSE_1,cmd_nRMSE_1,cmd_R2_1,cmd_RMSE_persist_1,cmd_skill_rmse_1,cmd_RMSE_avg,cmd_nRMSE_avg,cmd_R2_avg,cmd_RMSE_persist_avg,cmd_skill_rmse_avg,cmd_RMSE_P,cmd_nRMSE_P,cmd_R2_P,cmd_RMSE_persist_P,cmd_skill_rmse_P
trial_1.csv,val,281,FM,1,18.6494,0.149,0.9778,55.9568,0.6667,18.6494,0.149,0.9778,55.9568,0.6667,18.64942169189453,0.14895436820393565,0.9778125946755896,55.95683288574219,0.6667177048784259,FM,1,14.1471,0.2837,0.9195,46.694,0.697,14.1471,0.2837,0.9195,46.694,0.697,14.147146224975586,0.2837234280123781,0.9195010191225026,46.694026947021484,0.6970244986360509,IM,1,0.0334,0.1407,0.9802,0.1153,0.7104,0.0334,0.1407,0.9802,0.1153,0.7104,0.03339005261659622,0.14065641419652944,0.9802157754805056,0.11529397964477539,0.7103920541257047
trial_106.csv,val,280,FM,1,48.7671,0.3432,0.8822,100.1309,0.513,48.7671,0.3432,0.8822,100.1309,0.513,48.76706314086914,0.34319787032504057,0.8822152201948471,100.13092803955078,0.5129670313091814,FM,1,18.0415,0.3119,0.9027,59.894,0.6988,18.0415,0.3119,0.9027,59.894,0.6988,18.041532516479492,0.3118916125291614,0.9027236232756298,59.894046783447266,0.6987758636228004,IM,1,0.0378,0.1629,0.9735,0.1275,0.7032,0.0378,0.1629,0.9735,0.1275,0.7032,0.03784957155585289,0.16287193583771964,0.9734727303705383,0.12754057347774506,0.7032350527853211
trial_114.csv,val,279,FM,1,20.1849,0.1243,0.9846,108.4344,0.8139,20.1849,0.1243,0.9846,108.4344,0.8139,20.18494987487793,0.1242609785991783,0.9845592106326598,108.43436431884766,0.8138509871693004,FM,1,16.7215,0.3017,0.909,62.8377,0.7339,16.7215,0.3017,0.909,62.8377,0.7339,16.721508026123047,0.3016916494368338,0.9089821468703918,62.83769989013672,0.7338936966922984,IM,1,0.0461,0.1773,0.9686,0.1692,0.7278,0.0461,0.1773,0.9686,0.1692,0.7278,0.04606916382908821,0.17728086642607557,0.968571494934322,0.16924788057804108,0.7278006455871364
trial_115.csv,val,281,FM,1,19.9366,0.101,0.9898,134.1014,0.8513,19.9366,0.101,0.9898,134.1014,0.8513,19.93658447265625,0.10099462269592423,0.9898000860507784,134.10142517089844,0.851332046268344,FM,1,18.6741,0.2636,0.9305,82.648,0.7741,18.6741,0.2636,0.9305,82.648,0.7741,18.674131393432617,0.26360804048675696,0.9305108011315699,82.64804077148438,0.7740523402718621,IM,1,0.0256,0.0846,0.9928,0.1952,0.8689,0.0256,0.0846,0.9928,0.1952,0.8689,0.025583771988749504,0.08459463578980811,0.9928437474025434,0.19517287611961365,0.8689173798255131
trial_19.csv,val,280,FM,1,15.9935,0.115,0.9868,70.5718,0.7734,15.9935,0.115,0.9868,70.5718,0.7734,15.993480682373047,0.11497835192489557,0.9867799787122155,70.57176971435547,0.7733728267392491,FM,1,15.1504,0.3114,0.903,51.1439,0.7038,15.1504,0.3114,0.903,51.1439,0.7038,15.150421142578125,0.31137186174578546,0.903047560736109,51.14386749267578,0.7037685672725515,IM,1,0.0295,0.1224,0.985,0.123,0.7604,0.0295,0.1224,0.985,0.123,0.7604,0.02947453409433365,0.12237953905786311,0.9850232495387172,0.12304054200649261,0.760448600000654
trial_21.csv,val,280,FM,1,45.8104,0.3643,0.8673,85.6864,0.4654,45.8104,0.3643,0.8673,85.6864,0.4654,45.810386657714844,0.36431116809290703,0.8672773839981334,85.68636322021484,0.46537132705723927,FM,1,10.7518,0.2552,0.9348,38.1891,0.7185,10.7518,0.2552,0.9348,38.1891,0.7185,10.751753807067871,0.2552460688500492,0.9348494397391305,38.18913650512695,0.7184604107080443,IM,1,0.0341,0.1684,0.9717,0.087,0.6082,0.0341,0.1684,0.9717,0.087,0.6082,0.03409606218338013,0.16836336232262838,0.9716537810889908,0.08702041953802109,0.6081832015475077
trial_25.csv,val,280,FM,1,17.696,0.1116,0.9875,62.5118,0.7169,17.696,0.1116,0.9875,62.5118,0.7169,17.696014404296875,0.11158946619825223,0.9875477917302632,62.51179885864258,0.7169172103923496,FM,1,15.267,0.2836,0.9196,47.3615,0.6777,15.267,0.2836,0.9196,47.3615,0.6777,15.266983032226562,0.2836181362626323,0.919560748319422,47.361515045166016,0.6776500283475455,IM,1,0.0438,0.1729,0.9701,0.1036,0.5777,0.0438,0.1729,0.9701,0.1036,0.5777,0.043759603053331375,0.1729237337937948,0.9700973865031914,0.10361234843730927,0.5776603492410158
trial_26.csv,val,280,FM,1,14.6895,0.1106,0.9878,76.7452,0.8086,14.6895,0.1106,0.9878,76.7452,0.8086,14.689523696899414,0.11057933412972812,0.9877722115756008,76.74516296386719,0.8085934913733199,FM,1,12.7627,0.2162,0.9533,60.4205,0.7888,12.7627,0.2162,0.9533,60.4205,0.7888,12.762655258178711,0.21616968764832514,0.9532706596762403,60.42051315307617,0.788769499096369,IM,1,0.0317,0.1321,0.9825,0.1382,0.7707,0.0317,0.1321,0.9825,0.1382,0.7707,0.03169006109237671,0.13211536385206496,0.9825455304903272,0.13818161189556122,0.7706636892010761
trial_3.csv,val,280,FM,1,27.0425,0.1921,0.9631,76.7757,0.6478,27.0425,0.1921,0.9631,76.7757,0.6478,27.042470932006836,0.19214700109015784,0.9630795310155142,76.77568054199219,0.6477729569949425,FM,1,19.076,0.3232,0.8955,63.7653,0.7008,19.076,0.3232,0.8955,63.7653,0.7008,19.075990676879883,0.32319363485193503,0.8955458816020085,63.76531982421875,0.7008406649654313,IM,1,0.0236,0.0894,0.992,0.1372,0.8278,0.0236,0.0894,0.992,0.1372,0.8278,0.023617522791028023,0.08936653258027535,0.9920136223992972,0.1371762901544571,0.8278308681155083
trial_38.csv,val,280,FM,1,44.4926,0.2635,0.9306,92.1721,0.5173,44.4926,0.2635,0.9306,92.1721,0.5173,44.492645263671875,0.2634804353440245,0.9305780632206863,92.17208099365234,0.5172871786768494,FM,1,15.1086,0.3225,0.896,44.9965,0.6642,15.1086,0.3225,0.896,44.9965,0.6642,15.108570098876953,0.3225212549712195,0.8959800341442387,44.996517181396484,0.6642280104042476,IM,1,0.0407,0.1575,0.9752,0.0946,0.5694,0.0407,0.1575,0.9752,0.0946,0.5694,0.04074820131063461,0.15746942304401115,0.9752033763851641,0.09462606906890869,0.5693765818279852
