trial,split,n_finestre,sensor_diff_net,sensor_diff_P,sensor_diff_RMSE_1,sensor_diff_nRMSE_1,sensor_diff_R2_1,sensor_diff_RMSE_persist_1,sensor_diff_skill_rmse_1,sensor_diff_RMSE_avg,sensor_diff_nRMSE_avg,sensor_diff_R2_avg,sensor_diff_RMSE_persist_avg,sensor_diff_skill_rmse_avg,sensor_diff_RMSE_P,sensor_diff_nRMSE_P,sensor_diff_R2_P,sensor_diff_RMSE_persist_P,sensor_diff_skill_rmse_P,current_net,current_P,current_RMSE_1,current_nRMSE_1,current_R2_1,current_RMSE_persist_1,current_skill_rmse_1,current_RMSE_avg,current_nRMSE_avg,current_R2_avg,current_RMSE_persist_avg,current_skill_rmse_avg,current_RMSE_P,current_nRMSE_P,current_R2_P,current_RMSE_persist_P,current_skill_rmse_P,cmd_net,cmd_P,cmd_RMSE_1,cmd_nRMSE_1,cmd_R2_1,cmd_RMSE_persist_1,cmd_skill_rmse_1,cmd_RMSE_avg,cmd_nRMSE_avg,cmd_R2_avg,cmd_RMSE_persist_avg,cmd_skill_rmse_avg,cmd_RMSE_P,cmd_nRMSE_P,cmd_R2_P,cmd_RMSE_persist_P,cmd_skill_rmse_P
trial_1.csv,val,272,FM,10,41.5399,0.3366,0.8867,48.9076,0.1506,51.3668,0.4134,0.8181,123.353,0.5588,75.81048583984375,0.6037715946570827,0.6354598999130185,154.85841369628906,0.5104529096589834,FM,10,27.0111,0.5535,0.6936,43.7271,0.3823,35.3532,0.7148,0.4769,64.2169,0.448,44.967308044433594,0.9018103284387997,0.186738063671386,69.3233642578125,0.35133978960973555,IM,10,0.0466,0.1999,0.96,0.1005,0.5363,0.1074,0.4543,0.7617,0.2517,0.579,0.16843244433403015,0.7112700393563243,0.49409495699798933,0.31606751680374146,0.46709979552053627
trial_106.csv,val,271,FM,10,53.7256,0.3836,0.8528,98.9032,0.4568,63.7002,0.4522,0.7919,162.3385,0.5904,76.60563659667969,0.5404455734705561,0.7079185538437069,137.5088348388672,0.4429038927829899,FM,10,26.8645,0.4665,0.7823,59.0581,0.5451,34.6707,0.6,0.6322,78.8456,0.5547,42.08369064331055,0.7278233155359916,0.4702732965236861,75.35704040527344,0.4415426824490103,IM,10,0.042,0.1833,0.9664,0.124,0.661,0.0937,0.4067,0.8236,0.2693,0.6382,0.12683920562267303,0.5482009782049789,0.6994757092603837,0.22314204275608063,0.43157638938833875
trial_114.csv,val,270,FM,10,37.2773,0.2316,0.9464,104.5544,0.6435,58.2037,0.3582,0.8573,201.2535,0.6939,86.46653747558594,0.5312207574914725,0.7178044997341109,192.16305541992188,0.5500355815708902,FM,10,20.5043,0.373,0.8608,61.6278,0.6673,31.7132,0.5759,0.6553,76.8209,0.5808,41.29225158691406,0.751174278420605,0.43573720446993713,76.36649322509766,0.45928836269591244,IM,10,0.0542,0.2106,0.9557,0.1642,0.6699,0.1017,0.394,0.8298,0.3218,0.6661,0.15206900238990784,0.5905974589184564,0.6511946254375356,0.3037790358066559,0.4994091610498951
trial_115.csv,val,272,FM,10,38.3373,0.1932,0.9627,134.7855,0.7156,52.2399,0.2649,0.9224,270.6238,0.7857,85.97174835205078,0.4362396181760478,0.8096949899110606,223.77589416503906,0.615813183663809,FM,10,27.9999,0.3963,0.843,82.3305,0.6599,38.331,0.5432,0.6916,99.5533,0.6064,53.15103530883789,0.7537323565751578,0.43188749668800486,95.40093231201172,0.4428667097821877,IM,10,0.0384,0.1262,0.9841,0.1964,0.8043,0.0821,0.2717,0.9121,0.4139,0.7828,0.13978944718837738,0.4651627425563685,0.7836236072921937,0.3382721543312073,0.5867544951645429
trial_19.csv,val,271,FM,10,31.7769,0.23,0.9471,69.9676,0.5458,41.0811,0.297,0.9033,171.4875,0.734,66.68801879882812,0.4793697212570344,0.770204659451942,132.94683837890625,0.4983858238977945,FM,10,20.5164,0.426,0.8186,50.7067,0.5954,29.2662,0.6045,0.6237,68.0372,0.5673,36.84217834472656,0.7567774517217196,0.4272878987511264,62.02775573730469,0.40603721822924244,IM,10,0.0354,0.149,0.9778,0.1206,0.7064,0.0817,0.3393,0.8681,0.3098,0.7214,0.12995752692222595,0.5369528485405806,0.7116816605071858,0.23596079647541046,0.44924102281639455
trial_21.csv,val,271,FM,10,51.0008,0.4045,0.8364,83.2968,0.3877,63.4774,0.5028,0.7383,150.9161,0.5698,83.55397033691406,0.6617420849736269,0.5620974349715999,162.91180419921875,0.4871214474137243,FM,10,18.4039,0.4384,0.8078,37.621,0.5108,24.5195,0.5834,0.653,57.851,0.5698,31.170480728149414,0.7336417635118033,0.46176974973652885,52.012630462646484,0.40071324117062523,IM,10,0.0428,0.2111,0.9554,0.0868,0.5071,0.0904,0.4481,0.7826,0.2434,0.6193,0.12756365537643433,0.6356158793562265,0.595992475625728,0.2575663924217224,0.504734860099411
trial_25.csv,val,271,FM,10,35.8792,0.2259,0.949,63.1481,0.4318,58.6265,0.3713,0.845,181.5401,0.6666,91.96089172363281,0.5863310965821028,0.6562158735120851,211.28990173339844,0.5647643783768365,FM,10,19.5895,0.3648,0.8669,46.9606,0.5829,30.5763,0.5694,0.6618,73.5507,0.5828,38.76685333251953,0.736665500083072,0.45732394157415734,70.83394622802734,0.4527079825861744,IM,10,0.0507,0.198,0.9608,0.1045,0.5143,0.1145,0.4516,0.7751,0.2984,0.6108,0.16709023714065552,0.6663254987115285,0.5560103766705673,0.3392541706562042,0.5074777214456632
trial_26.csv,val,271,FM,10,36.0128,0.2748,0.9245,76.023,0.5263,46.3539,0.3481,0.8658,164.0084,0.6999,72.9850845336914,0.542702402735597,0.7054741145339791,169.44427490234375,0.5692679225913352,FM,10,23.7456,0.4022,0.8382,60.1445,0.6052,32.062,0.5384,0.7015,82.9807,0.6103,40.73234939575195,0.684305904848282,0.5317254412667771,80.2116470336914,0.4921890909602805,IM,10,0.0369,0.1552,0.9759,0.1382,0.7327,0.0904,0.3756,0.8414,0.3105,0.7046,0.13409002125263214,0.5583357397133614,0.6882611826726148,0.31134867668151855,0.5693252250762124
trial_3.csv,val,271,FM,10,39.8347,0.2864,0.918,77.1711,0.4838,43.667,0.3112,0.8992,181.128,0.7325,59.1650276184082,0.41657705598367656,0.8264635482865428,149.871337890625,0.6052278677755822,FM,10,33.3687,0.5783,0.6655,63.6222,0.4755,38.6499,0.6659,0.5514,81.7579,0.5226,44.76312255859375,0.7500606120419588,0.4374090861997514,76.61278533935547,0.4157225538751006,IM,10,0.034,0.1314,0.9827,0.138,0.7535,0.0892,0.3407,0.8697,0.3413,0.7314,0.14316126704216003,0.5364777796540057,0.7121915441039846,0.2945885956287384,0.5140298396935159
trial_38.csv,val,271,FM,10,55.1674,0.3284,0.8922,93.5696,0.4104,62.9801,0.3717,0.8584,156.5683,0.586,81.44774627685547,0.478105233213097,0.7714153945057705,151.6883544921875,0.46305867349196983,FM,10,24.5439,0.5207,0.7289,45.4162,0.4596,30.1747,0.6401,0.5842,64.93,0.5317,34.90855026245117,0.7384483627765036,0.45469409330599997,63.45977783203125,0.4499106133833466,IM,10,0.0429,0.1664,0.9723,0.0928,0.5381,0.0952,0.3665,0.8541,0.2343,0.5875,0.1373375505208969,0.5261136929333623,0.7232044145254795,0.229068785905838,0.40045279422159474
trial_4.csv,val,271,FM,10,34.798,0.3251,0.8943,68.7968,0.4942,47.5341,0.46,0.7773,138.4201,0.6275,63.4037971496582,0.62729807787242,0.6064971084110184,110.88880157470703,0.42822181997392805,FM,10,21.8714,0.4933,0.7566,53.5645,0.5917,27.0407,0.619,0.6067,61.4562,0.5481,32.67998504638672,0.7778667511949441,0.39492341201706505,54.87907791137695,0.4045092175353069,IM,10,0.0359,0.1771,0.9686,0.128,0.7191,0.0914,0.4579,0.7621,0.2627,0.614,0.13755789399147034,0.7002111930736136,0.5097042397565903,0.19977769255638123,0.3114451757287727
trial_46.csv,val,271,FM,10,35.816,0.2158,0.9534,87.649,0.5914,39.0249,0.2325,0.9392,228.8293,0.8057,66.96732330322266,0.3964730303388644,0.8428091319315532,182.61810302734375,0.633293073397025,FM,10,17.9068,0.3817,0.8543,50.4138,0.6448,24.5363,0.518,0.7216,67.0247,0.629,32.997703552246094,0.6938820398526846,0.5185277080405235,61.090850830078125,0.45985850411499507,IM,10,0.0293,0.1185,0.986,0.1264,0.7687,0.0714,0.2865,0.906,0.3403,0.7798,0.11891137063503265,0.4797889964398245,0.7698025078685993,0.27262383699417114,0.5638262158360898
