trial,split,n_finestre,sensor_diff_net,sensor_diff_P,sensor_diff_RMSE_1,sensor_diff_nRMSE_1,sensor_diff_R2_1,sensor_diff_RMSE_persist_1,sensor_diff_skill_rmse_1,sensor_diff_RMSE_avg,sensor_diff_nRMSE_avg,sensor_diff_R2_avg,sensor_diff_RMSE_persist_avg,sensor_diff_skill_rmse_avg,sensor_diff_RMSE_P,sensor_diff_nRMSE_P,sensor_diff_R2_P,sensor_diff_RMSE_persist_P,sensor_diff_skill_rmse_P,current_net,current_P,current_RMSE_1,current_nRMSE_1,current_R2_1,current_RMSE_persist_1,current_skill_rmse_1,current_RMSE_avg,current_nRMSE_avg,current_R2_avg,current_RMSE_persist_avg,current_skill_rmse_avg,current_RMSE_P,current_nRMSE_P,current_R2_P,current_RMSE_persist_P,current_skill_rmse_P,cmd_net,cmd_P,cmd_RMSE_1,cmd_nRMSE_1,cmd_R2_1,cmd_RMSE_persist_1,cmd_skill_rmse_1,cmd_RMSE_avg,cmd_nRMSE_avg,cmd_R2_avg,cmd_RMSE_persist_avg,cmd_skill_rmse_avg,cmd_RMSE_P,cmd_nRMSE_P,cmd_R2_P,cmd_RMSE_persist_P,cmd_skill_rmse_P
trial_1.csv,val,272,FM,10,26.9937,0.2187,0.9522,48.9076,0.4481,42.6655,0.3431,0.8641,123.353,0.6479,73.63390350341797,0.5864368081350374,0.6560918505597828,154.85841369628906,0.5245082153054337,FM,10,21.6619,0.4439,0.8029,43.7271,0.5046,32.0403,0.6474,0.5616,64.2169,0.503,42.7890739440918,0.8581262811859646,0.2636192263254368,69.3233642578125,0.3827611455070198,IM,10,0.0331,0.1419,0.9799,0.1005,0.6707,0.0949,0.4014,0.8119,0.2517,0.6335,0.14963199198246002,0.6318779807960468,0.6007302398112466,0.31606751680374146,0.5265821888448843
trial_106.csv,val,271,FM,10,50.3033,0.3592,0.871,98.9032,0.4914,62.2878,0.4421,0.8002,162.3385,0.6001,74.98936462402344,0.5290429264597948,0.7201136080425193,137.5088348388672,0.4546578428077297,FM,10,22.4932,0.3906,0.8474,59.0581,0.6191,31.9831,0.5534,0.6817,78.8456,0.5906,40.763797760009766,0.7049962107884892,0.50298036182648,75.35704040527344,0.45905787248569885,IM,10,0.0401,0.175,0.9694,0.124,0.6764,0.0871,0.3782,0.8457,0.2693,0.6618,0.12419945001602173,0.5367919142749092,0.7118544254899026,0.22314204275608063,0.4434063232459259
trial_114.csv,val,270,FM,10,30.0897,0.1869,0.9651,104.5544,0.7122,51.509,0.317,0.8888,201.2535,0.7308,77.17281341552734,0.47412330361811683,0.775207084618744,192.16305541992188,0.5983993216235741,FM,10,18.1557,0.3303,0.8909,61.6278,0.7054,28.4117,0.5159,0.722,76.8209,0.6239,36.70575714111328,0.6677383667568209,0.554125499133399,76.36649322509766,0.5193473526024104,IM,10,0.0442,0.1717,0.9705,0.1642,0.7309,0.0861,0.3335,0.878,0.3218,0.7175,0.1251688003540039,0.48612389285886665,0.7636835571846414,0.3037790358066559,0.5879610321968721
trial_115.csv,val,272,FM,10,30.8203,0.1553,0.9759,134.7855,0.7713,47.189,0.2393,0.9366,270.6238,0.8085,75.12923431396484,0.38122230987758027,0.8546695517360586,223.77589416503906,0.6642657396396969,FM,10,23.6214,0.3343,0.8882,82.3305,0.7131,33.6521,0.4769,0.7588,99.5533,0.654,48.9481315612793,0.694131174252014,0.5181819408444162,95.40093231201172,0.4869218740840717,IM,10,0.0249,0.0817,0.9933,0.1964,0.8733,0.0712,0.2357,0.9316,0.4139,0.8137,0.1260373443365097,0.41940130628806704,0.8241025142892994,0.3382721543312073,0.6274084558166007
trial_19.csv,val,271,FM,10,21.6165,0.1565,0.9755,69.9676,0.691,36.6203,0.2646,0.9199,171.4875,0.7679,63.59381103515625,0.4571278022452073,0.7910341595774965,132.94683837890625,0.5216598468185443,FM,10,20.5929,0.4275,0.8172,50.7067,0.5939,27.924,0.5766,0.6541,68.0372,0.5867,36.191104888916016,0.7434037118152007,0.44735098467760304,62.02775573730469,0.41653370400518963,IM,10,0.0283,0.1193,0.9858,0.1206,0.7649,0.075,0.3111,0.8856,0.3098,0.7459,0.1290072500705719,0.5330265360407807,0.7158827373915277,0.23596079647541046,0.45326828864126256
trial_21.csv,val,271,FM,10,49.0271,0.3888,0.8488,83.2968,0.4114,62.2705,0.4932,0.7467,150.9161,0.5786,84.01395416259766,0.6653851273644865,0.5572626619634202,162.91180419921875,0.48429793301005897,FM,10,14.2451,0.3394,0.8848,37.621,0.6214,21.2973,0.5065,0.7321,57.851,0.6279,29.345460891723633,0.6906873162282782,0.5229509643959658,52.012630462646484,0.4358012538358651,IM,10,0.0366,0.1806,0.9674,0.0868,0.5783,0.0916,0.4541,0.7692,0.2434,0.6217,0.13476049900054932,0.6714758433501414,0.5491202196152714,0.2575663924217224,0.4767931571604215
trial_25.csv,val,271,FM,10,25.4305,0.1601,0.9744,63.1481,0.5973,55.9294,0.3543,0.8549,181.5401,0.6929,88.63556671142578,0.5651292419202457,0.6806289504222385,211.28990173339844,0.5805025891712305,FM,10,17.3397,0.3229,0.8957,46.9606,0.6308,27.4912,0.5121,0.7246,73.5507,0.6249,36.584373474121094,0.6951930183596289,0.5167066484321168,70.83394622802734,0.48351919634197216,IM,10,0.0459,0.179,0.968,0.1045,0.561,0.1109,0.4375,0.788,0.2984,0.6258,0.16157488524913788,0.6443312777290574,0.5848372566236479,0.3392541706562042,0.5237350068928828
trial_26.csv,val,271,FM,10,23.3356,0.1781,0.9683,76.023,0.693,42.1107,0.316,0.8841,164.0084,0.7343,71.53013610839844,0.5318836990058182,0.7170997819674103,169.44427490234375,0.5778545120534548,FM,10,17.6157,0.2984,0.911,60.1445,0.7071,28.6007,0.4802,0.7545,82.9807,0.6545,38.718387603759766,0.6504712263471982,0.5768871908079711,80.2116470336914,0.517297187682771,IM,10,0.0327,0.1374,0.9811,0.1382,0.7634,0.0881,0.3658,0.8482,0.3105,0.714,0.126981720328331,0.5287375756024213,0.7204365861529329,0.31134867668151855,0.5921559016028137
trial_3.csv,val,271,FM,10,29.5557,0.2125,0.9548,77.1711,0.617,43.4509,0.3096,0.8978,181.128,0.7419,60.8802604675293,0.4286538973099713,0.8162558364669701,149.871337890625,0.59378316545116,FM,10,24.6792,0.4277,0.817,63.6222,0.6121,34.4676,0.5936,0.6386,81.7579,0.5759,43.473018646240234,0.7284433504483118,0.4693703053771239,76.61278533935547,0.4325618308526835,IM,10,0.0232,0.0897,0.9919,0.138,0.8316,0.0837,0.3194,0.8792,0.3413,0.7524,0.14275836944580078,0.5349679745762181,0.7138092351155625,0.2945885956287384,0.5153975015865344
trial_38.csv,val,271,FM,10,52.2509,0.311,0.9033,93.5696,0.4416,63.3358,0.3738,0.8564,156.5683,0.5855,80.83737182617188,0.4745222830096692,0.7748286180366512,151.6883544921875,0.4670825450193984,FM,10,18.4433,0.3913,0.8469,45.4162,0.5939,27.7327,0.5883,0.6452,64.93,0.5721,32.945579528808594,0.6969240796556504,0.5142968571331856,63.45977783203125,0.4808431315972974,IM,10,0.0383,0.1487,0.9779,0.0928,0.5873,0.0919,0.3539,0.862,0.2343,0.6052,0.13429199159145355,0.5144467435132049,0.7353445713301252,0.229068785905838,0.4137481845882913
