Device: cuda | threads: 4
Tuning della SOLA FM (IM fissa). Metrica: val loss di FM.
=== FASE 3 | 13 trial (questo worker) | 30 epoche ===

Caricamento dataset...
Trovati 55 trial.
Dataset grezzo: 55 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/Estimator/tuning/../../../../src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 41225 campioni da 55 trial. H=20 P=1 | seq_cmd=(20, 1) seq_sens=(20, 2)
ctx_dim: 4
Best arch: gru=512, mlp=256
Best training: lr=4.91e-04, batch=32, wd=1.58e-05, dropout=0.09 (val 0.0542)

[I 2026-09-14 15:48:48,058] A new study created in RDB with name: fish_fm_phase3
  Trial 0 | Epoch  0 | val_FM 0.1402
  Trial 0 | Epoch  1 | val_FM 0.1170
  Trial 0 | Epoch  2 | val_FM 0.1133
  Trial 0 | Epoch  3 | val_FM 0.1018
  Trial 0 | Epoch  4 | val_FM 0.0925
  Trial 0 | Epoch  5 | val_FM 0.0869
  Trial 0 | Epoch  6 | val_FM 0.0890
  Trial 0 | Epoch  7 | val_FM 0.0874
  Trial 0 | Epoch  8 | val_FM 0.0802
  Trial 0 | Epoch  9 | val_FM 0.0787
  Trial 0 | Epoch 10 | val_FM 0.0852
  Trial 0 | Epoch 11 | val_FM 0.0862
  Trial 0 | Epoch 12 | val_FM 0.0768
  Trial 0 | Epoch 13 | val_FM 0.0776
  Trial 0 | Epoch 14 | val_FM 0.0784
  Trial 0 | Epoch 15 | val_FM 0.0767
  Trial 0 | Epoch 16 | val_FM 0.0772
  Trial 0 | Epoch 17 | val_FM 0.0774
  Trial 0 | Epoch 18 | val_FM 0.0745
  Trial 0 | Epoch 19 | val_FM 0.0744
  Trial 0 | Epoch 20 | val_FM 0.0763
  Trial 0 | Epoch 21 | val_FM 0.0774
  Trial 0 | Epoch 22 | val_FM 0.0754
  Trial 0 | Epoch 23 | val_FM 0.0759
  Trial 0 | Epoch 24 | val_FM 0.0780
  Trial 0 | Epoch 25 | val_FM 0.0747
  Trial 0 | Epoch 26 | val_FM 0.0790
  Trial 0 | Epoch 27 | val_FM 0.0745
  Trial 0 | Epoch 28 | val_FM 0.0779
  Trial 0 | Epoch 29 | val_FM 0.0764
[I 2026-09-14 15:55:46,606] Trial 0 finished with value: 0.07441767666366746 and parameters: {'gru_hidden': 512, 'mlp_hidden': 256, 'lr': 9.965019329962753e-05, 'batch_size': 32, 'weight_decay': 5.2414062008250324e-05, 'dropout': 0.11294432000431057}. Best is trial 3 with value: 0.0518780355066916.
  Trial 8 | Epoch  0 | val_FM 0.1328
  Trial 8 | Epoch  1 | val_FM 0.1001
  Trial 8 | Epoch  2 | val_FM 0.0823
  Trial 8 | Epoch  3 | val_FM 0.0737
  Trial 8 | Epoch  4 | val_FM 0.0796
  Trial 8 | Epoch  5 | val_FM 0.0710
  Trial 8 | Epoch  6 | val_FM 0.0651
  Trial 8 | Epoch  7 | val_FM 0.0647
  Trial 8 | Epoch  8 | val_FM 0.0784
  Trial 8 | Epoch  9 | val_FM 0.0675
  Trial 8 | Epoch 10 | val_FM 0.0611
  Trial 8 | Epoch 11 | val_FM 0.0664
  Trial 8 | Epoch 12 | val_FM 0.0729
  Trial 8 | Epoch 13 | val_FM 0.0645
  Trial 8 | Epoch 14 | val_FM 0.0655
  Trial 8 | Epoch 15 | val_FM 0.0613
  Trial 8 | Epoch 16 | val_FM 0.0682
  Trial 8 | Epoch 17 | val_FM 0.0597
  Trial 8 | Epoch 18 | val_FM 0.0622
  Trial 8 | Epoch 19 | val_FM 0.0655
  Trial 8 | Epoch 20 | val_FM 0.0780
  Trial 8 | Epoch 21 | val_FM 0.0673
  Trial 8 | Epoch 22 | val_FM 0.0679
  Trial 8 | Epoch 23 | val_FM 0.0633
  Trial 8 | Epoch 24 | val_FM 0.0566
  Trial 8 | Epoch 25 | val_FM 0.0622
  Trial 8 | Epoch 26 | val_FM 0.0646
  Trial 8 | Epoch 27 | val_FM 0.0709
[I 2026-09-14 16:02:11,223] Trial 8 pruned. 
  Trial 16 | Epoch  0 | val_FM 0.1199
  Trial 16 | Epoch  1 | val_FM 0.0937
  Trial 16 | Epoch  2 | val_FM 0.0922
  Trial 16 | Epoch  3 | val_FM 0.0890
  Trial 16 | Epoch  4 | val_FM 0.0836
  Trial 16 | Epoch  5 | val_FM 0.0805
  Trial 16 | Epoch  6 | val_FM 0.0777
  Trial 16 | Epoch  7 | val_FM 0.0780
  Trial 16 | Epoch  8 | val_FM 0.0698
  Trial 16 | Epoch  9 | val_FM 0.0676
  Trial 16 | Epoch 10 | val_FM 0.0664
  Trial 16 | Epoch 11 | val_FM 0.0618
  Trial 16 | Epoch 12 | val_FM 0.0732
  Trial 16 | Epoch 13 | val_FM 0.0613
  Trial 16 | Epoch 14 | val_FM 0.0595
  Trial 16 | Epoch 15 | val_FM 0.0609
  Trial 16 | Epoch 16 | val_FM 0.0590
  Trial 16 | Epoch 17 | val_FM 0.0593
  Trial 16 | Epoch 18 | val_FM 0.0566
  Trial 16 | Epoch 19 | val_FM 0.0606
  Trial 16 | Epoch 20 | val_FM 0.0590
  Trial 16 | Epoch 21 | val_FM 0.0563
  Trial 16 | Epoch 22 | val_FM 0.0566
  Trial 16 | Epoch 23 | val_FM 0.0568
  Trial 16 | Epoch 24 | val_FM 0.0541
  Trial 16 | Epoch 25 | val_FM 0.0567
  Trial 16 | Epoch 26 | val_FM 0.0568
  Trial 16 | Epoch 27 | val_FM 0.0557
  Trial 16 | Epoch 28 | val_FM 0.0551
  Trial 16 | Epoch 29 | val_FM 0.0562
