Device: cuda | threads: 4
Tuning della SOLA FM (IM fissa). Metrica: val loss di FM.
=== FASE 3 | 13 trial (questo worker) | 30 epoche ===

Caricamento dataset...
Trovati 55 trial.
Dataset grezzo: 55 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/Estimator/tuning/../../../../src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 41225 campioni da 55 trial. H=20 P=1 | seq_cmd=(20, 1) seq_sens=(20, 2)
ctx_dim: 4
Best arch: gru=512, mlp=256
Best training: lr=4.91e-04, batch=32, wd=1.58e-05, dropout=0.09 (val 0.0542)

[I 2026-09-14 15:48:54,297] Using an existing study with name 'fish_fm_phase3' instead of creating a new one.
  Trial 3 | Epoch  0 | val_FM 0.1253
  Trial 3 | Epoch  1 | val_FM 0.1029
  Trial 3 | Epoch  2 | val_FM 0.0914
  Trial 3 | Epoch  3 | val_FM 0.0938
  Trial 3 | Epoch  4 | val_FM 0.0880
  Trial 3 | Epoch  5 | val_FM 0.0802
  Trial 3 | Epoch  6 | val_FM 0.0835
  Trial 3 | Epoch  7 | val_FM 0.0836
  Trial 3 | Epoch  8 | val_FM 0.0800
  Trial 3 | Epoch  9 | val_FM 0.0771
  Trial 3 | Epoch 10 | val_FM 0.0769
  Trial 3 | Epoch 11 | val_FM 0.0752
  Trial 3 | Epoch 12 | val_FM 0.0699
  Trial 3 | Epoch 13 | val_FM 0.0671
  Trial 3 | Epoch 14 | val_FM 0.0650
  Trial 3 | Epoch 15 | val_FM 0.0641
  Trial 3 | Epoch 16 | val_FM 0.0629
  Trial 3 | Epoch 17 | val_FM 0.0596
  Trial 3 | Epoch 18 | val_FM 0.0605
  Trial 3 | Epoch 19 | val_FM 0.0599
  Trial 3 | Epoch 20 | val_FM 0.0604
  Trial 3 | Epoch 21 | val_FM 0.0562
  Trial 3 | Epoch 22 | val_FM 0.0562
  Trial 3 | Epoch 23 | val_FM 0.0593
  Trial 3 | Epoch 24 | val_FM 0.0566
  Trial 3 | Epoch 25 | val_FM 0.0556
  Trial 3 | Epoch 26 | val_FM 0.0563
  Trial 3 | Epoch 27 | val_FM 0.0527
  Trial 3 | Epoch 28 | val_FM 0.0560
  Trial 3 | Epoch 29 | val_FM 0.0519
[I 2026-09-14 15:55:41,453] Trial 3 finished with value: 0.0518780355066916 and parameters: {'gru_hidden': 256, 'mlp_hidden': 128, 'lr': 0.0003585794155087849, 'batch_size': 32, 'weight_decay': 2.5314946929205504e-05, 'dropout': 0.10842905375567242}. Best is trial 3 with value: 0.0518780355066916.
  Trial 6 | Epoch  0 | val_FM 0.1213
  Trial 6 | Epoch  1 | val_FM 0.0958
  Trial 6 | Epoch  2 | val_FM 0.0901
  Trial 6 | Epoch  3 | val_FM 0.0880
  Trial 6 | Epoch  4 | val_FM 0.0827
  Trial 6 | Epoch  5 | val_FM 0.0826
  Trial 6 | Epoch  6 | val_FM 0.0826
  Trial 6 | Epoch  7 | val_FM 0.0829
  Trial 6 | Epoch  8 | val_FM 0.0792
  Trial 6 | Epoch  9 | val_FM 0.0778
  Trial 6 | Epoch 10 | val_FM 0.0747
  Trial 6 | Epoch 11 | val_FM 0.0740
  Trial 6 | Epoch 12 | val_FM 0.0730
  Trial 6 | Epoch 13 | val_FM 0.0707
  Trial 6 | Epoch 14 | val_FM 0.0703
  Trial 6 | Epoch 15 | val_FM 0.0638
  Trial 6 | Epoch 16 | val_FM 0.0621
  Trial 6 | Epoch 17 | val_FM 0.0656
  Trial 6 | Epoch 18 | val_FM 0.0585
  Trial 6 | Epoch 19 | val_FM 0.0611
  Trial 6 | Epoch 20 | val_FM 0.0600
  Trial 6 | Epoch 21 | val_FM 0.0578
  Trial 6 | Epoch 22 | val_FM 0.0583
  Trial 6 | Epoch 23 | val_FM 0.0581
  Trial 6 | Epoch 24 | val_FM 0.0548
  Trial 6 | Epoch 25 | val_FM 0.0547
  Trial 6 | Epoch 26 | val_FM 0.0534
  Trial 6 | Epoch 27 | val_FM 0.0543
  Trial 6 | Epoch 28 | val_FM 0.0562
  Trial 6 | Epoch 29 | val_FM 0.0534
[I 2026-09-14 15:59:06,746] Trial 6 finished with value: 0.053363772261327776 and parameters: {'gru_hidden': 512, 'mlp_hidden': 256, 'lr': 0.0003703375917085826, 'batch_size': 64, 'weight_decay': 1.9886525800698722e-05, 'dropout': 0.18165586555403673}. Best is trial 3 with value: 0.0518780355066916.
  Trial 15 | Epoch  0 | val_FM 0.1163
  Trial 15 | Epoch  1 | val_FM 0.0950
  Trial 15 | Epoch  2 | val_FM 0.0963
  Trial 15 | Epoch  3 | val_FM 0.0842
  Trial 15 | Epoch  4 | val_FM 0.0845
  Trial 15 | Epoch  5 | val_FM 0.0980
  Trial 15 | Epoch  6 | val_FM 0.0749
  Trial 15 | Epoch  7 | val_FM 0.0678
  Trial 15 | Epoch  8 | val_FM 0.0699
  Trial 15 | Epoch  9 | val_FM 0.0627
  Trial 15 | Epoch 10 | val_FM 0.0693
  Trial 15 | Epoch 11 | val_FM 0.0681
  Trial 15 | Epoch 12 | val_FM 0.0687
  Trial 15 | Epoch 13 | val_FM 0.0759
  Trial 15 | Epoch 14 | val_FM 0.0631
  Trial 15 | Epoch 15 | val_FM 0.0639
  Trial 15 | Epoch 16 | val_FM 0.0633
  Trial 15 | Epoch 17 | val_FM 0.0602
  Trial 15 | Epoch 18 | val_FM 0.0654
  Trial 15 | Epoch 19 | val_FM 0.0598
  Trial 15 | Epoch 20 | val_FM 0.0637
  Trial 15 | Epoch 21 | val_FM 0.0590
  Trial 15 | Epoch 22 | val_FM 0.0582
  Trial 15 | Epoch 23 | val_FM 0.0572
  Trial 15 | Epoch 24 | val_FM 0.0571
