mode,t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_bias_rand_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
random_walk,1788871624.1359913,0.047552460000000005,0.8800444437521685,0.903,0.0,-0.11045906831758558,0.38727731155787526,0.7655651989729678,0.2279133844488337,0,1.2839419194602817,139.88,2,"[450.0, 654.2000122070312]"
random_walk,1788871624.1858187,0.09737986600000001,0.9669631615146385,0.903,0.0,-0.11045906831758558,0.3815119160520008,0.7875043864947429,0.47482953424452207,0,1.3330293046726223,94.14999999999999,2,"[406.6000061035156, 700.5999755859375]"
random_walk,1788871624.235933,0.14749399100000002,1.0432506862707496,0.903,0.0,-0.11045906831758558,0.3766113298720075,0.8061526958882516,0.7284300370432673,0,1.3192234775816514,-69.94,2,"[406.6000061035156, 700.5999755859375]"
random_walk,1788871624.285798,0.19735902100000002,1.103162138901026,0.903,0.0,-0.11045906831758558,0.37244583161901323,0.822003758872734,0.9863246604512652,0,1.1857671490356005,-2.69,2,"[433.6000061035156, 666.5999755859375]"
random_walk,1788871624.3357563,0.247317314,1.14245769365185,0.903,0.0,-0.11045906831758558,0.36890515810396807,0.8354771624095441,1.2485540979122085,0,1.009359358428752,-10.76,2,"[433.6000061035156, 666.5999755859375]"
random_walk,1788871624.385929,0.29749019800000004,1.1578750312497048,0.903,0.0,-0.11045906831758558,0.3658955856161797,0.8469295554158326,1.5153897331647612,0,0.9725438195194965,67.25,2,"[497.79998779296875, 602.2000122070312]"
random_walk,1788871624.435987,0.34754795200000005,1.1475994267540597,0.903,0.0,-0.11045906831758558,0.36333744900155956,0.8566640894711779,1.7846790788854683,0,1.009359358428752,24.21,2,"[497.79998779296875, 602.2000122070312]"
random_walk,1788871624.485942,0.39750296100000004,1.1119702985312547,0.903,0.0,-0.11045906831758558,0.3611630328791325,0.8649384434182213,2.056286194411988,0,1.0661166475805206,18.83,2,"[487.6000061035156, 612.5999755859375]"
random_walk,1788871624.535952,0.447512988,1.053133530004291,0.903,0.0,-0.11045906831758558,0.35931477917506943,0.8719716442732083,2.330197012859017,0,1.1121360712170898,16.14,2,"[487.6000061035156, 612.5999755859375]"
random_walk,1788871624.5859067,0.49746775800000004,0.9751800763245244,0.903,0.0,-0.11045906831758558,0.35774376352661585,0.8779498649999472,2.6057908779663665,0,1.1351457830353744,0.0,2,"[469.0, 628.2000122070312]"
random_walk,1788871624.6359506,0.5475113530000001,0.883525866220817,0.903,0.0,-0.11045906831758558,0.3564084002254303,0.8830313526176753,2.883452469853394,0,1.1259418983080607,-2.69,2,"[469.0, 628.2000122070312]"
random_walk,1788871624.688738,0.60029911,0.779847757908276,0.903,0.0,-0.11045906831758558,0.3552733414194226,0.8873506170927442,3.1773281684292045,0,1.0799224746714913,-2.69,2,"[469.0, 628.2000122070312]"
random_walk,1788871624.736107,0.647668005,0.6875524230380949,0.903,0.0,-0.11045906831758558,0.354308541434316,0.8910219918965527,3.442429360919742,0,1.0354370318228079,-43.04,2,"[468.79998779296875, 616.7999877929688]"
random_walk,1788871624.7859344,0.6974955270000001,0.5984202476437311,0.903,0.0,-0.11045906831758558,0.35348846144697543,0.89414266047979,3.7229479158905336,0,0.9464661461254406,-134.5,2,"[494.0, 586.7999877929688]"
random_walk,1788871624.8359785,0.74753955,0.5244312186712989,0.903,0.0,-0.11045906831758558,0.35279139345773597,0.8967952287755416,4.004854541752868,0,0.8666991451553873,-48.42,2,"[494.0, 586.7999877929688]"
random_walk,1788871624.8857899,0.7973507320000001,0.471796716828716,0.903,0.0,-0.11045906831758558,0.3521988856668824,0.8990499118269305,4.286545443264667,0,0.7639224323670493,-13.45,2,"[550.2000122070312, 533.4000244140625]"
random_walk,1788871624.9359941,0.847555107,0.44438437691068156,0.903,0.0,-0.11045906831758558,0.3516952540446569,0.900966392420611,4.570411849399339,0,0.6764855274575677,-32.28,2,"[550.2000122070312, 533.4000244140625]"
random_walk,1788871624.985771,0.8973319620000001,0.44474455853115674,0.903,0.0,-0.11045906831758558,0.3512671671657652,0.9025954009252396,4.853080812627395,0,0.5967185264875144,-112.98,2,"[596.7999877929688, 474.0]"
random_walk,1788871625.03605,0.947611069,0.46591534577957605,0.903,0.0,-0.11045906831758558,0.35723623479767874,0.8757464176495614,5.129377929500422,0,0.5307573526084318,-86.08,2,"[596.7999877929688, 474.0]"
random_walk,1788871625.0857947,0.9973556950000001,0.511697238755324,0.903,0.0,-0.11045906831758558,0.36230994228480523,0.8529247818652349,5.3962365733056785,0,0.4724660826687775,-86.08,2,"[625.0, 395.0]"
random_walk,1788871625.1357963,1.0473572130000002,0.5779867053333712,0.903,0.0,-0.11045906831758558,0.36662259364886274,0.8335263914485574,5.65803614338032,0,0.4586602555778067,-115.67,2,"[625.0, 395.0]"
random_walk,1788871625.1857502,1.09731103,0.6591491355609139,0.903,0.0,-0.11045906831758558,0.3702883473083116,0.8170377595943816,5.914662695199917,0,0.46019423636569234,2.69,2,"[633.0, 375.6000061035156]"
random_walk,1788871625.2359633,1.147524317,0.7494966780156063,0.903,0.0,-0.11045906831758558,0.37340423791884314,0.8030224225183321,6.1676532503347286,0,0.48627190975974827,2.69,2,"[633.0, 375.6000061035156]"
random_walk,1788871625.2859385,1.1974994300000001,0.8424069793530167,0.903,0.0,-0.11045906831758558,0.37605274493779495,0.7911093860036901,0.13299558619475338,1,0.5322913333963175,5.38,2,"[614.2000122070312, 399.20001220703125]"
random_walk,1788871625.3358057,1.247366653,0.9321074243896781,0.903,0.0,-0.11045906831758558,0.378303975903904,0.7809833049662444,0.37785415449237725,1,0.5936505649117432,2.69,2,"[614.2000122070312, 399.20001220703125]"
random_walk,1788871625.3858109,1.297371888,1.0136131321654942,0.903,0.0,-0.11045906831758558,0.3802175222250967,0.7723761360844155,0.6204927381606957,1,0.6688156235181395,16.14,2,"[585.0, 484.6000061035156]"
random_walk,1788871625.4359295,1.3474904630000002,1.082235324805284,0.903,0.0,-0.11045906831758558,0.3818440365981105,0.7650600425348609,0.8612722872205776,1,0.7485826244881929,48.42,2,"[585.0, 484.6000061035156]"
random_walk,1788871625.4858403,1.3974012470000001,1.1339317366597328,0.903,0.0,-0.11045906831758558,0.3832265738151722,0.7588413630177395,1.0991749302542244,1,0.8697671067311585,48.42,2,"[547.4000244140625, 560.4000244140625]"
random_walk,1788871625.5357788,1.4473395560000002,1.1663776356187232,0.903,0.0,-0.11045906831758558,0.3844017304496747,0.7535554854281864,1.3358020051988087,1,0.9556700308527545,2.69,2,"[547.4000244140625, 560.4000244140625]"
random_walk,1788871625.5857818,1.497342815,1.181370711847737,0.903,0.0,-0.11045906831758558,0.3888419734569556,0.7225080368062264,1.5628769675546375,1,1.0277671278833795,10.76,2,"[506.0, 607.4000244140625]"
random_walk,1788871625.635941,1.547501859,1.1764307078368736,0.903,0.0,-0.11045906831758558,0.39261618001314436,0.6961177054775605,1.782026643345926,1,1.0845244170351482,67.25,2,"[506.0, 607.4000244140625]"
random_walk,1788871625.6859643,1.597525376,1.1534816471802563,0.903,0.0,-0.11045906831758558,0.3958242555859048,0.6736859238481944,1.99377296696923,1,1.1274758790959463,32.28,2,"[470.6000061035156, 643.2000122070312]"
random_walk,1788871625.7358794,1.647440652,1.1149666913108915,0.903,0.0,-0.11045906831758558,0.39855111982275115,0.6546189094632332,2.1991527176284347,1,1.158155494853659,72.63,2,"[470.6000061035156, 643.2000122070312]"
random_walk,1788871625.7858117,1.697372627,1.0634557045274073,0.903,0.0,-0.11045906831758558,0.40086895442407056,0.6384119472360162,2.3995176378316234,1,1.1658253987930873,51.11,2,"[456.20001220703125, 645.4000244140625]"
random_walk,1788871625.8358586,1.747419453,1.0016265128371873,0.903,0.0,-0.11045906831758558,0.40283911383519205,0.6246360293428818,2.595876933064744,1,1.1612234564294304,-2.69,2,"[456.20001220703125, 645.4000244140625]"
random_walk,1788871625.8857803,1.7973413290000002,0.9325158406514902,0.903,0.0,-0.11045906831758558,0.40451374933464535,0.6129264991337174,2.7882535931354635,1,1.1274758790959463,-2.69,2,"[457.79998779296875, 641.4000244140625]"
random_walk,1788871625.9358017,1.847362756,0.8587671428066689,0.903,0.0,-0.11045906831758558,0.4059371895091806,0.6029733984559278,2.9777161542292205,1,1.0875923786109196,-18.83,2,"[457.79998779296875, 641.4000244140625]"
random_walk,1788871625.985877,1.8974382300000001,0.7831515064139325,0.903,0.0,-0.11045906831758558,0.4071471136575356,0.5945132628798065,3.1646562033988683,1,1.0400389741864646,-24.21,2,"[477.20001220703125, 615.5999755859375]"
random_walk,1788871626.0358033,1.947364341,0.7085051564826809,0.903,0.0,-0.11045906831758558,0.40817554918363735,0.5873221476401036,3.34895702559378,1,0.9786797426710391,-80.7,2,"[477.20001220703125, 615.5999755859375]"
random_walk,1788871626.0859365,1.99749762,0.6368696822140105,0.903,0.0,-0.11045906831758558,0.40904971938082385,0.581209699686356,3.5320031325372305,1,0.9173205111556134,-110.28999999999999,2,"[501.20001220703125, 578.4000244140625]"
random_walk,1788871626.136007,2.0475680780000003,0.5708698542241046,0.903,0.0,-0.11045906831758558,0.40979276404843235,0.5760141189256707,3.7131405554642214,1,0.8452234141249882,-2.69,2,"[501.20001220703125, 578.4000244140625]"
