mode,t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_bias_rand_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
random_walk,1788871853.2361255,0.015026250000000001,0.8539976401640599,0.903,0.0,-0.07108367497131061,0.40599154051121467,0.585543381787961,0.05441545939023584,0,1.0891263593988052,-2.69,2,"[431.3999938964844, 652.5999755859375]"
random_walk,1788871853.2858384,0.064739137,0.9372594655919556,0.903,0.0,-0.07108367497131061,0.42741043504609055,0.6216592734368422,0.2490344805827579,0,1.026233147095494,-13.45,2,"[491.20001220703125, 593.2000122070312]"
random_walk,1788871853.3358686,0.11476928600000001,1.0253215049374298,0.903,0.0,-0.07108367497131061,0.4424036612205037,0.6469403975910591,0.45244856477052176,0,0.9710098387316108,-53.8,2,"[491.20001220703125, 593.2000122070312]"
random_walk,1788871853.3858633,0.164763808,1.1100146024837392,0.903,0.0,-0.07108367497131061,0.45289891954259287,0.664637184499011,0.661169713092463,0,0.9280583766708129,-37.66,2,"[518.4000244140625, 577.5999755859375]"
random_walk,1788871853.4359436,0.214844201,1.1849381035976296,0.903,0.0,-0.07108367497131061,0.4602456003680553,0.6770249353345773,0.8741979152589012,0,0.8943107993373288,72.63,2,"[518.4000244140625, 577.5999755859375]"
random_walk,1788871853.4859133,0.26481381200000004,1.2444196930150553,0.903,0.0,-0.07108367497131061,0.46538827694587903,0.6856963609194737,1.0894316109151805,0,0.9019807032767571,88.77,2,"[529.7999877929688, 558.0]"
random_walk,1788871853.5382006,0.317101363,1.284954055472212,0.903,0.0,-0.07108367497131061,0.4689881505503556,0.6917663588289013,1.3092439044066726,0,0.9572040116406401,2.69,2,"[529.7999877929688, 558.0]"
random_walk,1788871853.5858343,0.36473489800000003,1.3029334417939091,0.903,0.0,-0.07108367497131061,0.47150806207348916,0.6960153573655005,1.525158528589162,0,1.0369710126106935,26.9,2,"[502.79998779296875, 593.4000244140625]"
random_walk,1788871853.635864,0.414764585,1.2980347503189407,0.903,0.0,-0.07108367497131061,0.47327200013968274,0.69898965634112,1.7448846781804424,0,1.1320778214596032,26.9,2,"[502.79998779296875, 593.4000244140625]"
random_walk,1788871853.6857936,0.46469438900000004,1.2700383173129006,0.903,0.0,-0.07108367497131061,0.47450675678601817,0.7010716656240537,1.9649526966472879,0,1.1965050145508,91.46,2,"[461.6000061035156, 643.5999755859375]"
random_walk,1788871853.7359614,0.5148620970000001,1.2200717199788262,0.903,0.0,-0.07108367497131061,0.47537108643845305,0.7025290721221071,2.186215811138848,0,1.2455923997631406,118.36,2,"[461.6000061035156, 643.5999755859375]"
random_walk,1788871853.7858126,0.564713117,1.1510314228042178,0.903,0.0,-0.07108367497131061,0.4759761171951574,0.7035492566707446,2.40678627590352,0,1.2701360923693108,118.36,2,"[419.79998779296875, 678.4000244140625]"
random_walk,1788871853.8359256,0.614826124,1.0692901445430145,0.903,0.0,-0.07108367497131061,0.4765167728916525,0.6780160715880099,2.620136046977584,0,1.2701360923693108,-2.69,2,"[419.79998779296875, 678.4000244140625]"
random_walk,1788871853.885815,0.664715491,0.9794047252509439,0.903,0.0,-0.07108367497131061,0.47689523187919913,0.6601428420300957,2.827169529720649,0,1.2455923997631406,-2.69,2,"[413.3999938964844, 673.4000244140625]"
random_walk,1788871853.936052,0.714952742,0.8843751786230875,0.903,0.0,-0.07108367497131061,0.47716015317048177,0.6476315813395557,3.031430251520896,0,1.1995729761265714,-13.45,2,"[413.3999938964844, 673.4000244140625]"
random_walk,1788871853.985821,0.7647215980000001,0.7891271154050044,0.903,0.0,-0.07108367497131061,0.4773455980743796,0.6388736988561776,3.231353032859589,0,1.1106020904292042,-13.45,2,"[450.3999938964844, 642.2000122070312]"
