mode,t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
random_walk,1788869542.9198492,0.018656124,0.945380865761968,0.903,0.0,0.3675766053719351,0.9942986674474348,0.11555504533260562,0,1.217980745581199,96.84,2,"[449.3999938964844, 662.2000122070312]"
random_walk,1788869542.9699762,0.068783224,1.0557740921067211,0.903,0.0,0.3675766053719351,0.9942986674474348,0.42863005460157494,0,1.2425244381873692,0.0,2,"[414.20001220703125, 687.0]"
random_walk,1788869543.0198839,0.11869104700000001,1.151045218119073,0.903,0.0,0.3675766053719351,0.9942986674474348,0.740710346274265,0,1.210310841641771,-43.04,2,"[414.20001220703125, 687.0]"
random_walk,1788869543.069888,0.168695164,1.2223962295653228,0.903,0.0,0.3675766053719351,0.9942986674474348,1.0530247016408052,0,1.1060001480655473,-16.14,2,"[422.3999938964844, 669.7999877929688]"
random_walk,1788869543.122395,0.221202175,1.2639686701273676,0.903,0.0,0.3675766053719351,0.9942986674474348,1.3808955588352105,0,1.0507768397016641,-16.14,2,"[422.3999938964844, 669.7999877929688]"
random_walk,1788869543.1697524,0.268559516,1.2684969434892066,0.903,0.0,0.3675766053719351,0.9942986674474348,1.677221019901277,0,1.0737865515199487,104.91,2,"[453.20001220703125, 636.7999877929688]"
random_walk,1788869543.2198563,0.318663331,1.2387114362622318,0.903,0.0,0.3675766053719351,0.9942986674474348,1.9902535533507169,0,1.1259418983080607,139.88,2,"[453.20001220703125, 636.7999877929688]"
random_walk,1788869543.2697322,0.368539294,1.1766396147046856,0.903,0.0,0.3675766053719351,0.9942986674474348,2.3018933059897355,0,1.1811652066719438,69.94,2,"[431.3999938964844, 659.0]"
random_walk,1788869543.3198414,0.418648456,1.0878375441698371,0.903,0.0,0.3675766053719351,0.9942986674474348,2.6146946557795663,0,1.2241166687327416,53.8,2,"[431.3999938964844, 659.0]"
random_walk,1788869543.3699338,0.468740994,0.9810375904141205,0.903,0.0,0.3675766053719351,0.9942986674474348,2.927661641898737,0,1.227184630308513,-2.69,2,"[410.3999938964844, 679.0]"
random_walk,1788869543.4197495,0.51855673,0.8672297315722294,0.903,0.0,0.3675766053719351,0.9942986674474348,3.2390606836499094,0,1.1995729761265714,-10.76,2,"[410.3999938964844, 679.0]"
random_walk,1788869543.4698465,0.568653547,0.7563842363917472,0.903,0.0,0.3675766053719351,0.9942986674474348,3.5518783328092285,0,1.145883648550574,-24.21,2,"[416.20001220703125, 661.5999755859375]"
random_walk,1788869543.519877,0.6186841200000001,0.659850336194555,0.903,0.0,0.3675766053719351,0.9942986674474348,3.8644015999870733,0,1.059980724428978,-32.28,2,"[416.20001220703125, 661.5999755859375]"
random_walk,1788869543.5699496,0.668756687,0.5868705260311758,0.903,0.0,0.3675766053719351,0.9942986674474348,4.176934800471736,0,0.9357282806102412,-32.28,2,"[472.0, 626.2000122070312]"
random_walk,1788869543.619696,0.7185031700000001,0.5446156833513853,0.903,0.0,0.3675766053719351,0.9942986674474348,4.488278515578145,0,0.8360195293976744,-102.22,2,"[472.0, 626.2000122070312]"
random_walk,1788869543.6697123,0.76851935,0.5368574837958752,0.903,0.0,0.3675766053719351,0.9942986674474348,4.800751978779922,0,0.7317088358214509,-10.76,2,"[583.2000122070312, 515.2000122070312]"
random_walk,1788869543.7197092,0.818516227,0.5645392331795991,0.903,0.0,0.3675766053719351,0.9942986674474348,5.11308497002963,0,0.6458059116998549,-118.36,2,"[583.2000122070312, 515.2000122070312]"
random_walk,1788869543.7698371,0.868644317,0.6251080634173722,0.903,0.0,0.3675766053719351,0.9942986674474348,5.425988095606481,0,0.5921165841238575,-91.46,2,"[629.4000244140625, 414.79998779296875]"
random_walk,1788869543.819877,0.918684205,0.712570887196959,0.903,0.0,0.3675766053719351,0.9942986674474348,5.738596451865366,0,0.5737088146692298,-67.25,2,"[629.4000244140625, 414.79998779296875]"
random_walk,1788869543.8699572,0.9687642940000001,0.8186067366044275,0.903,0.0,0.3675766053719351,0.9942986674474348,6.051525122908617,0,0.5752427954571154,2.69,2,"[641.2000122070312, 388.20001220703125]"
random_walk,1788869543.9199414,1.01874861,0.9325555236610478,0.903,0.0,0.3675766053719351,0.9942986674474348,0.08049332649348262,1,0.5997864880632857,2.69,2,"[641.2000122070312, 388.20001220703125]"
