mode,t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_bias_rand_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
random_walk,1788871761.9360394,0.006966759,0.7540851261141234,0.903,0.0,-0.15630162205571063,0.3032250457705714,0.5722981472905531,0.024363023655419026,0,0.8881748761857863,-201.75,2,"[502.0, 563.25]"
random_walk,1788871761.9859414,0.056868589000000004,0.8037579544795359,0.903,0.0,-0.15630162205571063,0.2823599984247927,0.5707096320440839,0.20348224298698459,0,0.7807962210337913,-2.69,2,"[462.3333435058594, 534.5]"
random_walk,1788871762.035912,0.106839418,0.8462087405910252,0.903,0.0,-0.15630162205571063,0.2667112129154587,0.5695182456092319,0.38234970769741794,0,0.6749515466696822,-5.38,2,"[462.3333435058594, 534.5]"
random_walk,1788871762.085806,0.156733119,0.8823069328939058,0.903,0.0,-0.15630162205571063,0.25497462378345814,0.5686247057830929,0.5607850616397669,0,0.619728238305799,69.94,2,"[594.4000244140625, 395.0]"
random_walk,1788871762.1359048,0.20683224900000002,0.9125734067862314,0.903,0.0,-0.15630162205571063,0.24617218193445778,0.5679545509134887,0.7393626511680236,0,0.6335340653967698,13.45,2,"[594.4000244140625, 395.0]"
random_walk,1788871762.1857736,0.256701071,0.9369191994177973,0.903,0.0,-0.15630162205571063,0.23957035054770748,0.5674519347612855,0.9173743281159003,0,0.7255729126699083,2.69,2,"[580.25, 500.0]"
random_walk,1788871762.2358208,0.306747875,0.9553246370353707,0.903,0.0,-0.15630162205571063,0.23461897700764478,0.5670749726471331,1.0956221767096734,0,0.7715923363064775,2.69,2,"[580.25, 500.0]"
random_walk,1788871762.2857935,0.356721026,0.9674856312848272,0.903,0.0,-0.15630162205571063,0.23090544685259773,0.5667922510615189,1.2736651782613762,0,0.8099418560036186,18.83,2,"[548.5, 535.6666870117188]"
random_walk,1788871762.3358936,0.406820891,0.9732076119501786,0.903,0.0,-0.15630162205571063,0.22812029923631244,0.5665802098723082,1.4518788952344568,0,0.8482913757007595,2.69,2,"[548.5, 535.6666870117188]"
random_walk,1788871762.3858433,0.456770612,0.972337837623344,0.903,0.0,-0.15630162205571063,0.22603143852409846,0.5664211789804001,1.6296975982652275,0,0.885106914610015,2.69,2,"[532.5, 555.5]"
random_walk,1788871762.435939,0.5068665480000001,0.9648844675381449,0.903,0.0,-0.15630162205571063,0.224464792989938,0.5663019058114691,1.8078755161966924,0,0.9157865303677277,2.69,2,"[532.5, 555.5]"
random_walk,1788871762.4858305,0.5567579020000001,0.9508427177266986,0.903,0.0,-0.15630162205571063,0.22264468519587455,0.5532836736800116,1.9813338878226492,0,0.9387962421860124,2.69,2,"[515.1666870117188, 569.6666870117188]"
random_walk,1788871762.536076,0.607003453,0.9315654645541392,0.903,0.0,-0.15630162205571063,0.22127960435032695,0.5435199995814185,2.1526494346609195,0,0.9541360500648688,18.83,2,"[515.1666870117188, 569.6666870117188]"
random_walk,1788871762.5857873,0.656714589,0.9079025116002807,0.903,0.0,-0.15630162205571063,0.22025579371616627,0.5361972440074737,2.3204937424429204,0,0.966407896367954,0.0,2,"[506.75, 575.75]"
random_walk,1788871762.6358259,0.706753054,0.8802707462429122,0.903,0.0,-0.15630162205571063,0.21948793574054576,0.530705177327015,2.487343518436231,0,0.966407896367954,-26.9,2,"[506.75, 575.75]"
random_walk,1788871762.6858218,0.756748999,0.8495086201211589,0.903,0.0,-0.15630162205571063,0.21891204225883037,0.5265861273166711,2.652707665122921,0,0.9572040116406401,-2.69,2,"[502.79998779296875, 567.0]"
random_walk,1788871762.7359054,0.8068327310000001,0.8163055925623643,0.903,0.0,-0.15630162205571063,0.2184801221475438,0.5234968398089132,2.8173431662900357,0,0.940330222973898,-2.69,2,"[502.79998779296875, 567.0]"
random_walk,1788871762.7858288,0.8567560500000001,0.7815997690366978,0.903,0.0,-0.15630162205571063,0.21815618206407889,0.5211798741780946,2.9809187088113984,0,0.923456434307156,-43.04,2,"[502.0, 556.7999877929688]"
