Device: cuda | threads: 4
lambda_future: fisso a 0.5 in fase 1, cercato in [1e-3, 3.0] (log) nelle fasi 2/3
=== FASE 3 | 13 trial (questo worker) | 50 epoche ===

Caricamento dataset...
Trovati 69 trial.
Dataset grezzo: 69 trial letti. Scaler e finestre verranno costruiti in split_by_trial() (fit solo sul training set).
Feature in input per timestep: 1
Best arch (fase 1/2):   gru_hidden=128, mlp_hidden=256
Best training (fase 2): lr=2.40e-03, batch_size=32 (val 0.0896)

[I 2026-09-09 11:10:34,658] Using an existing study with name 'fish_forward_phase3' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/SensorEstimator/../../../src/net/scaler/scalers.pkl (nessun refit).
Dataset: 55461 campioni da 69 trial. seq feature/timestep = 1
  Trial 1 | Epoch  0 | val 0.1137
  Trial 1 | Epoch  1 | val 0.1085
  Trial 1 | Epoch  2 | val 0.1022
  Trial 1 | Epoch  3 | val 0.1016
  Trial 1 | Epoch  4 | val 0.1050
  Trial 1 | Epoch  5 | val 0.1020
  Trial 1 | Epoch  6 | val 0.1019
  Trial 1 | Epoch  7 | val 0.1040
  Trial 1 | Epoch  8 | val 0.1016
  Trial 1 | Epoch  9 | val 0.1008
  Trial 1 | Epoch 10 | val 0.1013
  Trial 1 | Epoch 11 | val 0.1051
  Trial 1 | Epoch 12 | val 0.1032
  Trial 1 | Epoch 13 | val 0.1064
  Trial 1 | Epoch 14 | val 0.1071
  Trial 1 | Epoch 15 | val 0.1054
  Trial 1 | Epoch 16 | val 0.1072
  Trial 1 | Epoch 17 | val 0.1039
  Trial 1 | Epoch 18 | val 0.1038
  Trial 1 | Epoch 19 | val 0.1042
  Trial 1 | Epoch 20 | val 0.1025
  Trial 1 | Epoch 21 | val 0.1019
  Trial 1 | Epoch 22 | val 0.1024
  Trial 1 | Epoch 23 | val 0.1096
  Trial 1 | Epoch 24 | val 0.1053
  Trial 1 | Epoch 25 | val 0.1039
  Trial 1 | Epoch 26 | val 0.1044
  Trial 1 | Epoch 27 | val 0.1027
  Trial 1 | Epoch 28 | val 0.0998
  Trial 1 | Epoch 29 | val 0.1027
  Trial 1 | Epoch 30 | val 0.1025
  Trial 1 | Epoch 31 | val 0.1049
  Trial 1 | Epoch 32 | val 0.1068
  Trial 1 | Epoch 33 | val 0.1014
  Trial 1 | Epoch 34 | val 0.1025
  Trial 1 | Epoch 35 | val 0.1023
  Trial 1 | Epoch 36 | val 0.1042
  Trial 1 | Epoch 37 | val 0.1014
  Trial 1 | Epoch 38 | val 0.1040
  Trial 1 | Epoch 39 | val 0.1058
  Trial 1 | Epoch 40 | val 0.1039
  Trial 1 | Epoch 41 | val 0.1054
  Trial 1 | Epoch 42 | val 0.1031
  Trial 1 | Epoch 43 | val 0.1052
  Trial 1 | Epoch 44 | val 0.1038
  Trial 1 | Epoch 45 | val 0.1063
  Trial 1 | Epoch 46 | val 0.1037
  Trial 1 | Epoch 47 | val 0.1055
  Trial 1 | Epoch 48 | val 0.1010
  Trial 1 | Epoch 49 | val 0.1043
[I 2026-09-09 11:14:57,558] Trial 1 finished with value: 0.09982137663655781 and parameters: {'gru_hidden': 256, 'mlp_hidden': 128, 'lr': 0.0026356911528139047, 'batch_size': 64, 'lambda_future': 0.012323335399850028}. Best is trial 1 with value: 0.09982137663655781.
  Trial 4 | Epoch  0 | val 0.1045
  Trial 4 | Epoch  1 | val 0.1020
  Trial 4 | Epoch  2 | val 0.0984
  Trial 4 | Epoch  3 | val 0.1000
  Trial 4 | Epoch  4 | val 0.1038
  Trial 4 | Epoch  5 | val 0.0955
  Trial 4 | Epoch  6 | val 0.0977
  Trial 4 | Epoch  7 | val 0.1001
  Trial 4 | Epoch  8 | val 0.1046
  Trial 4 | Epoch  9 | val 0.0998
  Trial 4 | Epoch 10 | val 0.1045
  Trial 4 | Epoch 11 | val 0.0988
  Trial 4 | Epoch 12 | val 0.0983
  Trial 4 | Epoch 13 | val 0.1047
  Trial 4 | Epoch 14 | val 0.0986
  Trial 4 | Epoch 15 | val 0.0973
  Trial 4 | Epoch 16 | val 0.1017
  Trial 4 | Epoch 17 | val 0.1015
  Trial 4 | Epoch 18 | val 0.1007
  Trial 4 | Epoch 19 | val 0.1016
  Trial 4 | Epoch 20 | val 0.0999
  Trial 4 | Epoch 21 | val 0.0971
  Trial 4 | Epoch 22 | val 0.1006
  Trial 4 | Epoch 23 | val 0.1006
  Trial 4 | Epoch 24 | val 0.1034
  Trial 4 | Epoch 25 | val 0.0998
  Trial 4 | Epoch 26 | val 0.1018
  Trial 4 | Epoch 27 | val 0.1008
  Trial 4 | Epoch 28 | val 0.1018
  Trial 4 | Epoch 29 | val 0.1003
  Trial 4 | Epoch 30 | val 0.1016
  Trial 4 | Epoch 31 | val 0.1064
  Trial 4 | Epoch 32 | val 0.0989
  Trial 4 | Epoch 33 | val 0.1028
  Trial 4 | Epoch 34 | val 0.0978
  Trial 4 | Epoch 35 | val 0.0983
  Trial 4 | Epoch 36 | val 0.0989
  Trial 4 | Epoch 37 | val 0.0985
  Trial 4 | Epoch 38 | val 0.1014
  Trial 4 | Epoch 39 | val 0.1021
  Trial 4 | Epoch 40 | val 0.1017
  Trial 4 | Epoch 41 | val 0.0990
  Trial 4 | Epoch 42 | val 0.0990
  Trial 4 | Epoch 43 | val 0.1033
  Trial 4 | Epoch 44 | val 0.0977
  Trial 4 | Epoch 45 | val 0.1019
  Trial 4 | Epoch 46 | val 0.1012
  Trial 4 | Epoch 47 | val 0.1025
  Trial 4 | Epoch 48 | val 0.1006
  Trial 4 | Epoch 49 | val 0.0994
