trial,split,n_finestre,current_MAE_persist_1,sensor_diff_R2_1,current_RMSE_persist_avg,sensor_diff_skill_rmse_P,cmd_R2_avg,sensor_diff_MAE_persist_1,cmd_skill_mae_avg,sensor_diff_nRMSE_1,current_MAE_persist_P,sensor_diff_RMSE_avg,sensor_diff_MAE_P,current_RMSE_persist_P,sensor_diff_nRMSE_avg,sensor_diff_RMSE_1,sensor_diff_skill_rmse_1,current_nRMSE_P,cmd_MAE_P,current_R2_P,current_skill_rmse_P,cmd_RMSE_P,sensor_diff_RMSE_P,sensor_diff_R2_P,cmd_R2_1,sensor_diff_nRMSE_P,sensor_diff_MAE_avg,current_RMSE_persist_1,cmd_MAE_avg,cmd_R2_P,cmd_RMSE_persist_1,current_skill_mae_1,cmd_skill_rmse_avg,current_MAE_avg,sensor_diff_MAE_persist_P,current_MAE_persist_avg,sensor_diff_skill_rmse_avg,sensor_diff_skill_mae_1,sensor_diff_RMSE_persist_1,sensor_diff_skill_mae_avg,cmd_P,current_R2_avg,current_RMSE_avg,cmd_RMSE_avg,cmd_MAE_persist_1,current_RMSE_1,current_MAE_P,current_skill_rmse_1,cmd_MAE_1,current_skill_mae_P,current_skill_mae_avg,sensor_diff_R2_avg,sensor_diff_skill_mae_P,cmd_skill_rmse_1,cmd_skill_mae_1,cmd_skill_mae_P,current_RMSE_P,sensor_diff_RMSE_persist_P,sensor_diff_MAE_persist_avg,current_MAE_1,cmd_MAE_persist_P,cmd_RMSE_1,sensor_diff_RMSE_persist_avg,cmd_nRMSE_1,current_P,current_R2_1,cmd_nRMSE_avg,sensor_diff_P,cmd_RMSE_persist_P,cmd_skill_rmse_P,cmd_nRMSE_P,sensor_diff_MAE_1,current_nRMSE_avg,cmd_MAE_persist_avg,cmd_RMSE_persist_avg,current_nRMSE_1,current_skill_rmse_avg,sensor_diff_net,current_net,cmd_net
== MEDIA per-trial ==,MEDIA_val,11,34.0789,0.9846,60.856,-1.09996037566692,0.4997,34.1403,-0.1383,0.1162,56.074022639881484,86.6069,131.33239884810015,71.31676587191495,0.5663,18.0359,0.6782,1.0001471034297593,0.25204079124060547,-0.0002943096121068578,-0.07440917806184992,0.28660452365875244,155.17781899192116,-0.03343744301902724,0.9997,1.016448410353227,71.7849,50.3952,0.1274,-0.00037100305139017094,0.0694,0.591,-0.1599,32.1499,68.27672576904297,45.0765,-0.2109,0.6261,57.1128,-0.2279,2,0.4598,46.9677,0.1456,0.0612,20.4919,50.96110465309837,0.5857,0.0028,0.027074766229454098,0.309,0.4756,-1.0818510925176812,0.9324,0.9521,-1.2286648273357939,73.44349184903231,80.76923335682262,51.2085,13.3388,0.12127355113625526,0.0046,68.941,0.0159,2,0.9198,0.508,2,0.1374780840494416,-1.252217332149808,1.0001854641895067,12.2373,0.6394,0.0912,0.1035,0.2786,0.2556,FM,FM,IM
== COMPLESSIVO (pooled) ==,POOLED_val,9743,33.2687,0.9825,61.8018,-0.84195107535383,0.4997,33.9263,-0.0677,0.1323,54.68323516845703,88.3074,129.95289611816406,72.22134399414062,0.5662,20.6423,0.6553,1.0000261212359118,0.2491433471441269,-5.2290474342742144e-05,-0.019160706159052632,0.2864241600036621,155.97259521484375,-4.252781555358354e-06,0.9997,1.0000021522632319,71.2965,51.3822,0.1259,-0.00031065413050823665,0.0709,0.6013,-0.0542,31.7206,67.85131072998047,43.976,-0.0933,0.6274,59.8772,-0.1439,2,0.4596,47.2604,0.1456,0.0601,20.9157,50.17770004272461,0.5929,0.0027,0.08239335349952659,0.3419,0.4912,-0.9152599223222326,0.9325,0.9555,-1.0908833807635214,73.60515594482422,84.67792510986328,50.8888,13.2634,0.11915697902441025,0.0048,72.2775,0.0167,2,0.9192,0.5084,2,0.14034773409366608,-1.0408178432899153,1.0001552661232214,12.6401,0.6422,0.0896,0.1056,0.2843,0.2869,FM,FM,IM
