t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
1778491841.6660998,0.046604353,0.04419953711197216,0.0,0.0,0.30554498484,0.5,0.14516736364675645,0,-0.5276893910326605,-2.69,0,[]
1778491841.7157946,0.09629899500000001,0.09259059054124068,0.0,0.0,0.31152695124,0.5,0.30177487778226464,0,-0.5276893910326605,-5.38,0,[]
1778491841.765703,0.146207307,0.1406241577245047,0.0,0.0,0.3175250106,0.5,0.45880370462536046,0,-0.6043884304269426,129.12,0,[]
1778491841.8155406,0.19604501100000002,0.1867538618714819,0.0,0.0,0.32350632479999997,0.5,0.6153941442047963,0,-0.3144660615165564,64.56,0,[]
1778491841.8655999,0.246104344,0.23001611723563192,0.0,0.0,0.32951369412,0.5,0.7726667052307356,0,-0.10277671278833796,2.69,0,[]
1778491841.9156868,0.296191219,0.26892702105921384,0.0,0.0,0.33551756616,0.5,0.9298477076803786,0,0.04908738521234052,2.69,0,[]
1778491841.9662619,0.346766283,0.3026214783270276,0.0,0.0,0.34157899908,0.5,1.0885356504445398,0,0.14572817484913592,5.38,0,[]
1778491842.0197728,0.40027717900000004,0.3293745251128082,0.0,0.0,0.34758188736,0.5,1.2456908981176087,0,0.2086213871524472,2.69,0,[]
1778491842.0657287,0.44623293900000005,0.348455119046615,0.0,0.0,0.3535239414,0.5,1.401253509111755,0,0.2500388684253595,2.69,0,[]
1778491842.115749,0.496253284,0.3594995831562287,0.0,0.0,0.35952713256,0.5,1.5584166861646815,0,0.28225246497095796,2.69,0,[]
1778491842.1656883,0.5461925910000001,0.3617096811165963,0.0,0.0,0.36552046776,0.5,1.715321834788191,0,0.31139809994078516,2.69,0,[]
1778491842.215548,0.596052533,0.3547763130676872,0.0,0.0,0.37150704467999995,0.5,1.8720500520550427,0,0.33440781175906975,2.69,0,[]
1778491842.2656815,0.6461858060000001,0.33850554662335064,0.0,0.0,0.37751838396,0.5,2.0294265463907406,0,0.34974761963792617,2.69,0,[]
1778491842.3156104,0.6961149240000001,0.3131071869265137,0.0,0.0,0.3835150308,0.5,2.186418393546711,0,0.3528155812136975,0.0,0,[]
1778491842.3657472,0.7462516770000001,0.2788406471953303,0.0,0.0,0.38952482988,0.5,2.3437545655407,0,0.34821363885004053,-21.52,0,[]
1778491842.4156756,0.7961800960000001,0.23649819884841136,0.0,0.0,0.3955180758,0.5,2.5006573768192752,0,0.3374757733348411,-21.52,0,[]
1778491842.4658194,0.846323755,0.18665289957171152,0.0,0.0,0.40153295748,0.5,2.658126610970107,0,0.3175340230923277,-2.69,0,[]
1778491842.515807,0.8963112980000001,0.13068105685133152,0.0,0.0,0.40753123056,0.5,2.815161032989719,0,0.2899223689103862,-2.69,0,[]
