t_ros_sec,t_rel_sec,tail_target_rad,tail_bias_rad,tail_bias_offset_rad,tail_amp_rad,tail_freq_hz,phase_rad,cycle_idx,present_position_rad,present_current_ma,sensor_len,sensor_values
1778492353.0839872,0.0019670760000000003,0.001966290575120128,0.0,0.0,0.30020612688,0.5002779335815206,0.005399388774794166,0,0.684155431396996,-29.59,0,[]
1778492353.1324847,0.050464381,0.05882745854989191,0.0,0.0,0.30601640256,0.5081122865264848,0.15998001336198223,0,0.5384272565478601,-29.59,0,[]
1778492353.1823182,0.10029804,0.1188166071497806,0.0,0.0,0.31200701148,0.5161897938977926,0.32189200112179706,0,0.37889325460775336,-26.9,0,[]
1778492353.2323425,0.150322133,0.17889359435596286,0.0,0.0,0.3180114084,0.5242858924796305,0.48672197418911656,0,0.21015536794033285,-2.69,0,[]
1778492353.2823107,0.20029067,0.2372402357337837,0.0,0.0,0.32400785183999997,0.5323712668939948,0.6538722015605103,0,0.12425244381873693,-10.76,0,[]
1778492353.3324132,0.250393193,0.29232887760032766,0.0,0.0,0.33001640375999997,0.5404729679185187,0.8239088037339788,0,0.12425244381873693,10.76,0,[]
1778492353.3823571,0.300336882,0.34215180316943655,0.0,0.0,0.33601257384,0.5485579737447404,0.9961333691696898,0,0.1518640980006785,16.14,0,[]
1778492353.432411,0.350390813,0.3850867183579575,0.0,0.0,0.34201471332,0.5566510284810389,1.1710728050071466,0,0.19174759848570513,10.76,0,[]
1778492353.4823947,0.40037460500000005,0.4193591205217122,0.0,0.0,0.34801476408,0.5647412668673766,1.3484930074863157,0,0.24236896448593132,2.69,0,[]
1778492353.5322185,0.45019831400000004,0.4433846856976681,0.0,0.0,0.35400014471999997,0.5728117246263991,1.5280086490962375,0,0.2975922728498144,2.69,0,[]
1778492353.582292,0.500271769,0.455974406579869,0.0,0.0,0.3600054564,0.5809090566355466,1.7106681733654565,0,0.3466796580621549,2.69,0,[]
1778492353.6323438,0.55032334,0.45603923549725234,0.0,0.0,0.36601096008,0.5890066475301324,1.8958798042751472,0,0.39269908169872414,2.69,0,[]
1778492353.682423,0.600402851,0.4429969239216947,0.0,0.0,0.3720176838,0.5971058834798745,2.0836763629814223,0,0.4249126782443226,2.69,0,[]
1778492353.7327673,0.650747107,0.4166723877484464,0.0,0.0,0.37804006728,0.6052262344495623,2.274523115062668,0,0.44485442848683593,2.69,0,[]
1778492353.7826636,0.700643368,0.37776659431606907,0.0,0.0,0.38403430368,0.6133086329758146,2.467014619504725,0,0.44945637085049284,2.69,0,[]
1778492353.8325973,0.750577237,0.32720531417989246,0.0,0.0,0.39003282936,0.621396815002756,2.6621842175418626,0,0.4433204476989503,0.0,0,[]
1778492353.8824844,0.8004641910000001,0.2668075576039084,0.0,0.0,0.39602051303999997,0.6294703780926096,2.8595322355972566,0,0.42337869745643697,-2.69,0,[]
1778492353.932287,0.850266929,0.19884097960246955,0.0,0.0,0.40200167052,0.6375351415046157,3.0591908201969753,0,0.3942330624866098,-5.38,0,[]
1778492353.9822903,0.900269984,0.12584409802704058,0.0,0.0,0.40800077676,0.6456241063364009,3.261989401764372,0,0.3512816004258118,-10.76,0,[]
1778492354.032418,0.9503977920000001,0.05112385147100351,0.0,0.0,0.41401802124,0.6537375280755321,3.4679573752666695,0,0.2975922728498144,-2.69,0,[]
1778492354.0826073,1.000587047,-0.021284713386304582,0.0,0.0,0.42002902608,0.6618425365233322,3.6762627019854337,0,0.2346990605465031,-16.14,0,[]
1778492354.1324644,1.050444165,-0.0872891986195165,0.0,0.0,0.42601959036,0.6699199837037757,3.8863932958410086,0,0.16720390587953488,-16.14,0,[]
